_id	_cws.hoop.foc10.nav.ppmi_weight.bound	_count.hoop.foc10.nav.ppmi_weight.bound	_cws.hoop.foc10.nav.ppmi_sel.bound	_count.hoop.foc10.nav.ppmi_sel.bound	_cws.hoop.foc10.nav.no_ppmi.bound	_count.hoop.foc10.nav.no_ppmi.bound	_cws.hoop.foc10.all.ppmi_weight.bound	_count.hoop.foc10.all.ppmi_weight.bound	_cws.hoop.foc10.all.ppmi_sel.bound	_count.hoop.foc10.all.ppmi_sel.bound	_cws.hoop.foc10.all.no_ppmi.bound	_count.hoop.foc10.all.no_ppmi.bound	_cws.hoop.foc5.nav.ppmi_weight.bound	_count.hoop.foc5.nav.ppmi_weight.bound	_cws.hoop.foc5.nav.ppmi_sel.bound	_count.hoop.foc5.nav.ppmi_sel.bound	_cws.hoop.foc5.nav.no_ppmi.bound	_count.hoop.foc5.nav.no_ppmi.bound	_cws.hoop.foc5.all.ppmi_weight.bound	_count.hoop.foc5.all.ppmi_weight.bound	_cws.hoop.foc5.all.ppmi_sel.bound	_count.hoop.foc5.all.ppmi_sel.bound	_cws.hoop.foc5.all.no_ppmi.bound	_count.hoop.foc5.all.no_ppmi.bound
hoop/noun/nrc_handelsblad_20010104_71/334	druk_in/verb;gespannen/adj;kan/verb;kop/noun;situatie/noun;vrede/noun	6	druk_in/verb;gespannen/adj;kan/verb;kop/noun;situatie/noun;vrede/noun	6	druk_in/verb;gespannen/adj;kan/verb;kop/noun;situatie/noun;vrede/noun	6	alle/det;de/det;druk_in/verb;een/det;gespannen/adj;in/prep;kan/verb;kop/noun;op/prep;situatie/noun;vrede/noun	11	alle/det;de/det;druk_in/verb;een/det;gespannen/adj;in/prep;kan/verb;kop/noun;op/prep;situatie/noun;vrede/noun	11	alle/det;de/det;druk_in/verb;een/det;gespannen/adj;in/prep;kan/verb;kop/noun;op/prep;situatie/noun;vrede/noun;wegens/prep;zeer/adv	13	druk_in/verb;kop/noun;situatie/noun;vrede/noun	4	druk_in/verb;kop/noun;situatie/noun;vrede/noun	4	druk_in/verb;kop/noun;situatie/noun;vrede/noun	4	alle/det;de/det;druk_in/verb;een/det;in/prep;kop/noun;op/prep;situatie/noun;vrede/noun	9	alle/det;de/det;druk_in/verb;een/det;in/prep;kop/noun;op/prep;situatie/noun;vrede/noun	9	alle/det;de/det;druk_in/verb;een/det;in/prep;kop/noun;op/prep;situatie/noun;vrede/noun	9
hoop/noun/nrc_handelsblad_20031002_156/140	ellende/noun;scheel/verb;tijd/noun;waarschijnlijk/adj	4	ellende/noun;scheel/verb;tijd/noun;waarschijnlijk/adj	4	ellende/noun;scheel/verb;tijd/noun;waarschijnlijk/adj	4	een/det;ellende/noun;scheel/verb;tijd/noun;waarschijnlijk/adj	5	een/det;ellende/noun;scheel/verb;tijd/noun;waarschijnlijk/adj	5	een/det;ellende/noun;het/det;scheel/verb;tijd/noun;waarschijnlijk/adj	6	ellende/noun;tijd/noun;waarschijnlijk/adj	3	ellende/noun;tijd/noun;waarschijnlijk/adj	3	ellende/noun;tijd/noun;waarschijnlijk/adj	3	een/det;ellende/noun;tijd/noun;waarschijnlijk/adj	4	een/det;ellende/noun;tijd/noun;waarschijnlijk/adj	4	een/det;ellende/noun;tijd/noun;waarschijnlijk/adj	4
hoop/noun/nrc_handelsblad_20010407_14/1665	Amerikaans/adj;bericht_DIM/noun;er/noun;geef/verb;onderzoeker/noun;onverwachts/adj;sprankje/noun;voorlichting/noun;zit/verb	9	Amerikaans/adj;bericht_DIM/noun;er/noun;geef/verb;onderzoeker/noun;onverwachts/adj;sprankje/noun;voorlichting/noun;zit/verb	9	Amerikaans/adj;bericht_DIM/noun;er/noun;geef/verb;onderzoeker/noun;onverwachts/adj;sprankje/noun;voorlichting/noun;zeg/verb;zit/verb	10	Amerikaans/adj;al/adv;bericht_DIM/noun;de/det;een/det;er/noun;geef/verb;onderzoeker/noun;onverwachts/adj;sprankje/noun;voorlichting/noun;zit/verb	12	Amerikaans/adj;al/adv;bericht_DIM/noun;de/det;een/det;er/noun;geef/verb;onderzoeker/noun;onverwachts/adj;sprankje/noun;voorlichting/noun;zit/verb	12	Amerikaans/adj;al/adv;bericht_DIM/noun;bij/prep;dat/pron;de/det;een/det;er/noun;geef/verb;onderzoeker/noun;onverwachts/adj;over/prep;sprankje/noun;voorlichting/noun;zeg/verb;zit/verb	16	Amerikaans/adj;bericht_DIM/noun;geef/verb;onderzoeker/noun;sprankje/noun	5	Amerikaans/adj;bericht_DIM/noun;geef/verb;onderzoeker/noun;sprankje/noun	5	Amerikaans/adj;bericht_DIM/noun;geef/verb;onderzoeker/noun;sprankje/noun;zeg/verb	6	Amerikaans/adj;bericht_DIM/noun;een/det;geef/verb;onderzoeker/noun;sprankje/noun	6	Amerikaans/adj;bericht_DIM/noun;een/det;geef/verb;onderzoeker/noun;sprankje/noun	6	Amerikaans/adj;bericht_DIM/noun;bij/prep;dat/pron;een/det;geef/verb;onderzoeker/noun;sprankje/noun;zeg/verb	9
hoop/noun/nrc_handelsblad_20011026_125/179	bericht/noun;doe/verb;pers_verklaring/noun	3	bericht/noun;doe/verb;pers_verklaring/noun	3	ander/adj;bericht/noun;doe/verb;medium/noun;negeer/verb;optie/noun;pers_verklaring/noun	7	bericht/noun;dat/det;de/det;doe/verb;een/det;in/prep;pers_verklaring/noun;ze/pron	8	bericht/noun;dat/det;de/det;doe/verb;een/det;in/prep;pers_verklaring/noun;ze/pron	8	ander/adj;bericht/noun;dat/det;de/det;doe/verb;een/det;het/det;in/prep;medium/noun;negeer/verb;ook/adv;optie/noun;pers_verklaring/noun;ze/pron	14	bericht/noun	1	bericht/noun	1	ander/adj;bericht/noun;medium/noun;negeer/verb	4	bericht/noun;dat/det;de/det;in/prep	4	bericht/noun;dat/det;de/det;in/prep	4	ander/adj;bericht/noun;dat/det;de/det;in/prep;medium/noun;negeer/verb;ook/adv	8
hoop/noun/nrc_handelsblad_19991009_65/465	geloof/noun;heb/verb;rest/noun;rotsvast/adj	4	geloof/noun;heb/verb;rest/noun;rotsvast/adj	4	aflevering/noun;geloof/noun;heb/verb;rest/noun;rotsvast/adj	5	al/adv;de/det;geloof/noun;heb/verb;ik/pron;na/prep;rest/noun;rotsvast/adj	8	al/adv;de/det;geloof/noun;heb/verb;ik/pron;na/prep;rest/noun;rotsvast/adj	8	aflevering/noun;al/adv;dat/pron;de/det;geloof/noun;heb/verb;het/det;ik/pron;na/prep;rest/noun;rotsvast/adj	11	rotsvast/adj	1	rotsvast/adj	1	aflevering/noun;rotsvast/adj	2	rotsvast/adj	1	rotsvast/adj	1	aflevering/noun;het/det;rotsvast/adj	3
hoop/noun/nrc_handelsblad_20000819_133/645	kabaal/noun;lucht/noun	2	kabaal/noun;lucht/noun	2	Russisch/adj;aantal/noun;ga_in/verb;helikopter/noun;journalist/noun;kabaal/noun;lucht/noun	7	de/det;een/det;in/prep;kabaal/noun;lucht/noun	5	de/det;een/det;in/prep;kabaal/noun;lucht/noun	5	Russisch/adj;aantal/noun;de/det;die/pron;een/det;ga_in/verb;helikopter/noun;in/prep;journalist/noun;kabaal/noun;lucht/noun;met/prep	12	kabaal/noun;lucht/noun	2	kabaal/noun;lucht/noun	2	ga_in/verb;helikopter/noun;kabaal/noun;lucht/noun	4	de/det;een/det;kabaal/noun;lucht/noun	4	de/det;een/det;kabaal/noun;lucht/noun	4	de/det;die/pron;een/det;ga_in/verb;helikopter/noun;kabaal/noun;lucht/noun;met/prep	8
hoop/noun/nrc_handelsblad_20000519_61/87	spreek_uit/verb;toekomst/noun	2	spreek_uit/verb;toekomst/noun	2	boot_DIM/noun;electrisch/adj;raad_lid/noun;spreek_uit/verb;toekomst/noun;verhuur/noun	6	de/det;in/prep;spreek_uit/verb;toekomst/noun;uit/part	5	de/det;in/prep;spreek_uit/verb;toekomst/noun;uit/part	5	boot_DIM/noun;de/det;electrisch/adj;in/prep;raad_lid/noun;spreek_uit/verb;toekomst/noun;uit/part;van/prep;verhuur/noun	10	spreek_uit/verb	1	spreek_uit/verb	1	raad_lid/noun;spreek_uit/verb;verhuur/noun	3	spreek_uit/verb;uit/part	2	spreek_uit/verb;uit/part	2	raad_lid/noun;spreek_uit/verb;uit/part;van/prep;verhuur/noun	5
hoop/noun/nrc_handelsblad_20040515_218/18	cosmisch/adj;heb/verb;oer_knal/noun;vestig/verb	4	cosmisch/adj;heb/verb;oer_knal/noun;vestig/verb	4	cosmisch/adj;heb/verb;oer_knal/noun;vestig/verb	4	cosmisch/adj;de/det;een/det;heb/verb;hun/det;oer_knal/noun;op/prep;vestig/verb	8	cosmisch/adj;de/det;een/det;heb/verb;hun/det;oer_knal/noun;op/prep;vestig/verb	8	cosmisch/adj;de/det;een/det;heb/verb;hun/det;oer_knal/noun;op/prep;van/prep;vestig/verb;vooral/adv	10	cosmisch/adj;heb/verb;vestig/verb	3	cosmisch/adj;heb/verb;vestig/verb	3	cosmisch/adj;heb/verb;vestig/verb	3	cosmisch/adj;heb/verb;hun/det;op/prep;vestig/verb	5	cosmisch/adj;heb/verb;hun/det;op/prep;vestig/verb	5	cosmisch/adj;heb/verb;hun/det;op/prep;vestig/verb;vooral/adv	6
hoop/noun/nrc_handelsblad_20040309_103/648	bron/noun;zie/verb	2	bron/noun;zie/verb	2	bron/noun;zie/verb	2	bron/noun;ten/adv;zie/verb	3	bron/noun;ten/adv;zie/verb	3	als/prep;bron/noun;mede/adv;slotte/adv;ten/adv;van/prep;zie/verb	7	zie/verb	1	zie/verb	1	zie/verb	1	ten/adv;zie/verb	2	ten/adv;zie/verb	2	slotte/adv;ten/adv;zie/verb	3
hoop/noun/nrc_handelsblad_20040524_93/250	investeer/verb;mag/verb;spreek_uit/verb;ver/adj	4	investeer/verb;mag/verb;spreek_uit/verb;ver/adj	4	investeer/verb;mag/verb;spreek_uit/verb;trainer/noun;ver/adj	5	binnenkort/adv;de/det;eens/adv;investeer/verb;mag/verb;spreek_uit/verb;uit/part;ver/adj;weer/adv	9	binnenkort/adv;de/det;eens/adv;investeer/verb;mag/verb;spreek_uit/verb;uit/part;ver/adj;weer/adv	9	binnenkort/adv;de/det;eens/adv;hij/pron;investeer/verb;mag/verb;spreek_uit/verb;trainer/noun;uit/part;van/prep;ver/adj;weer/adv	12	spreek_uit/verb;ver/adj	2	spreek_uit/verb;ver/adj	2	spreek_uit/verb;ver/adj	2	binnenkort/adv;spreek_uit/verb;uit/part;ver/adj;weer/adv	5	binnenkort/adv;spreek_uit/verb;uit/part;ver/adj;weer/adv	5	binnenkort/adv;hij/pron;spreek_uit/verb;uit/part;ver/adj;weer/adv	6
hoop/noun/nrc_handelsblad_20010911_3/473	kan/verb;ontleen/verb	2	kan/verb;ontleen/verb	2	kan/verb;ontleen/verb	2	enig/det;kan/verb;ontleen/verb	3	enig/det;kan/verb;ontleen/verb	3	aan/prep;enig/det;kan/verb;ontleen/verb	4	kan/verb;ontleen/verb	2	kan/verb;ontleen/verb	2	kan/verb;ontleen/verb	2	enig/det;kan/verb;ontleen/verb	3	enig/det;kan/verb;ontleen/verb	3	aan/prep;enig/det;kan/verb;ontleen/verb	4
hoop/noun/nrc_handelsblad_20030409_51/121	ben/verb;conventie/noun;parlementariër/noun	3	ben/verb;conventie/noun;parlementariër/noun	3	ben/verb;conventie/noun;parlementariër/noun;vertegenwoordiger/noun	4	ben/verb;conventie/noun;de/det;er/adv;parlementariër/noun;weinig/det	6	ben/verb;conventie/noun;de/det;er/adv;parlementariër/noun;weinig/det	6	ben/verb;conventie/noun;de/det;er/adv;ook/adv;parlementariër/noun;van/prep;vertegenwoordiger/noun;weinig/det	9	ben/verb;conventie/noun	2	ben/verb;conventie/noun	2	ben/verb;conventie/noun	2	ben/verb;conventie/noun;de/det;er/adv;weinig/det	5	ben/verb;conventie/noun;de/det;er/adv;weinig/det	5	ben/verb;conventie/noun;de/det;er/adv;weinig/det	5
hoop/noun/nrc_handelsblad_20001223_130/1140	gezeur/noun;hak/noun;krijg/verb;sloot/noun	4	gezeur/noun;hak/noun;krijg/verb;sloot/noun	4	gezeur/noun;hak/noun;krijg/verb;school/noun;sloot/noun	5	de/det;een/det;gezeur/noun;hak/noun;ik/pron;krijg/verb;mijn/det;op/prep;over/part;sloot/noun	10	de/det;een/det;gezeur/noun;hak/noun;ik/pron;krijg/verb;mijn/det;op/prep;over/part;sloot/noun	10	de/det;een/det;gezeur/noun;hak/noun;ik/pron;krijg/verb;mijn/det;op/prep;over/part;over/prep;school/noun;sloot/noun	12	gezeur/noun;krijg/verb	2	gezeur/noun;krijg/verb	2	gezeur/noun;krijg/verb;school/noun	3	een/det;gezeur/noun;ik/pron;krijg/verb;op/prep;over/part	6	een/det;gezeur/noun;ik/pron;krijg/verb;op/prep;over/part	6	een/det;gezeur/noun;ik/pron;krijg/verb;op/prep;over/part;school/noun	7
hoop/noun/nrc_handelsblad_20000714_5/164	heb/verb	1	heb/verb	1	beeld/noun;heb/verb;vertel/verb	3	een/det;heb/verb	2	een/det;heb/verb	2	beeld/noun;een/det;heb/verb;het/det;hij/pron;uit/prep;van/prep;vertel/verb	8	heb/verb	1	heb/verb	1	heb/verb;vertel/verb	2	een/det;heb/verb	2	een/det;heb/verb	2	een/det;heb/verb;hij/pron;vertel/verb	4
hoop/noun/nrc_handelsblad_20030619_46/384	extra/adj;lijk/verb;werk/noun	3	extra/adj;lijk/verb;werk/noun	3	extra/adj;lijk/verb;werk/noun	3	een/det;extra/adj;lijk/verb;werk/noun	4	een/det;extra/adj;lijk/verb;werk/noun	4	een/det;extra/adj;het/det;lijk/verb;werk/noun	5	extra/adj;lijk/verb;werk/noun	3	extra/adj;lijk/verb;werk/noun	3	extra/adj;lijk/verb;werk/noun	3	een/det;extra/adj;lijk/verb;werk/noun	4	een/det;extra/adj;lijk/verb;werk/noun	4	een/det;extra/adj;het/det;lijk/verb;werk/noun	5
hoop/noun/nrc_handelsblad_20040424_328/219	blijf/verb;houd_vast/verb;koppig/adj;sprankje/noun	4	blijf/verb;houd_vast/verb;koppig/adj;sprankje/noun	4	blijf/verb;groep/noun;houd_vast/verb;koppig/adj;sprankje/noun	5	blijf/verb;een/det;houd_vast/verb;in/prep;koppig/adj;ons/det;sprankje/noun;toch/adv	8	blijf/verb;een/det;houd_vast/verb;in/prep;koppig/adj;ons/det;sprankje/noun;toch/adv	8	blijf/verb;een/det;groep/noun;houd_vast/verb;in/prep;koppig/adj;ons/det;sprankje/noun;toch/adv;zich/pron	10	houd_vast/verb;koppig/adj;sprankje/noun	3	houd_vast/verb;koppig/adj;sprankje/noun	3	groep/noun;houd_vast/verb;koppig/adj;sprankje/noun	4	een/det;houd_vast/verb;in/prep;koppig/adj;ons/det;sprankje/noun	6	een/det;houd_vast/verb;in/prep;koppig/adj;ons/det;sprankje/noun	6	een/det;groep/noun;houd_vast/verb;in/prep;koppig/adj;ons/det;sprankje/noun	7
hoop/noun/nrc_handelsblad_20030418_11/22		0		0	grijp_in/verb;neem/verb;vrouw/noun	3	de/det;die/det;ik/pron;nou/adv	4	de/det;die/det;ik/pron;nou/adv	4	de/det;die/det;grijp_in/verb;ik/pron;neem/verb;nou/adv;vrouw/noun	7		0		0	neem/verb	1	die/det;ik/pron;nou/adv	3	die/det;ik/pron;nou/adv	3	die/det;ik/pron;neem/verb;nou/adv	4
hoop/noun/nrc_handelsblad_20011107_2/197	achterhaal/verb;dader/noun;heb/verb;kan/verb	4	achterhaal/verb;dader/noun;heb/verb;kan/verb	4	achterhaal/verb;dader/noun;heb/verb;kan/verb	4	achterhaal/verb;dader/noun;de/det;heb/verb;kan/verb;ze/pron	6	achterhaal/verb;dader/noun;de/det;heb/verb;kan/verb;ze/pron	6	achterhaal/verb;dader/noun;de/det;geen/det;heb/verb;kan/verb;meer/adv;ze/pron	8	dader/noun;heb/verb	2	dader/noun;heb/verb	2	dader/noun;heb/verb	2	dader/noun;de/det;heb/verb;ze/pron	4	dader/noun;de/det;heb/verb;ze/pron	4	dader/noun;de/det;geen/det;heb/verb;meer/adv;ze/pron	6
hoop/noun/nrc_handelsblad_20021011_5038/10	beschouwer/noun;einde/noun;teken/noun;zie/verb	4	beschouwer/noun;einde/noun;teken/noun;zie/verb	4	beschouwer/noun;beweer/verb;einde/noun;stuk/noun;teken/noun;zie/verb	6	beschouwer/noun;een/det;einde/noun;sommige/det;teken/noun;zie/verb	6	beschouwer/noun;een/det;einde/noun;sommige/det;teken/noun;zie/verb	6	aan/prep;beschouwer/noun;beweer/verb;een/det;einde/noun;het/det;sommige/det;stuk/noun;teken/noun;van/prep;zie/verb	11	einde/noun;teken/noun;zie/verb	3	einde/noun;teken/noun;zie/verb	3	beweer/verb;einde/noun;teken/noun;zie/verb	4	een/det;einde/noun;teken/noun;zie/verb	4	een/det;einde/noun;teken/noun;zie/verb	4	aan/prep;beweer/verb;een/det;einde/noun;teken/noun;zie/verb	6
hoop/noun/nrc_handelsblad_20000215_34/26	Iraaks/adj;heb/verb;verbetering/noun;verlies/verb	4	Iraaks/adj;heb/verb;verbetering/noun;verlies/verb	4	Iraaks/adj;heb/verb;neem/verb;omstandigheid/noun;ontslag/noun;verbetering/noun;verlies/verb	7	Iraaks/adj;alle/det;de/det;heb/verb;op/prep;verbetering/noun;verlies/verb;zijn/det	8	Iraaks/adj;alle/det;de/det;heb/verb;op/prep;verbetering/noun;verlies/verb;zijn/det	8	Iraaks/adj;alle/det;de/det;heb/verb;het/det;hij/pron;neem/verb;omstandigheid/noun;ontslag/noun;op/prep;van/prep;verbetering/noun;verlies/verb;zijn/det	14	heb/verb;verbetering/noun;verlies/verb	3	heb/verb;verbetering/noun;verlies/verb	3	heb/verb;neem/verb;ontslag/noun;verbetering/noun;verlies/verb	5	alle/det;heb/verb;op/prep;verbetering/noun;verlies/verb	5	alle/det;heb/verb;op/prep;verbetering/noun;verlies/verb	5	alle/det;heb/verb;hij/pron;neem/verb;ontslag/noun;op/prep;verbetering/noun;verlies/verb	8
hoop/noun/volkskrant_20010919_66/55	Amerikaans/adj;feit/noun;put/verb;regering/noun;steun/noun	5	Amerikaans/adj;feit/noun;put/verb;regering/noun;steun/noun	5	Amerikaans/adj;feit/noun;put/verb;regering/noun;steun/noun	5	Amerikaans/adj;de/det;feit/noun;gisteren/adv;put/verb;regering/noun;steun/noun	7	Amerikaans/adj;de/det;feit/noun;gisteren/adv;put/verb;regering/noun;steun/noun	7	Amerikaans/adj;aan/prep;de/det;feit/noun;gisteren/adv;het/det;put/verb;regering/noun;steun/noun;uit/prep	10	feit/noun;put/verb	2	feit/noun;put/verb	2	feit/noun;put/verb	2	de/det;feit/noun;put/verb	3	de/det;feit/noun;put/verb	3	de/det;feit/noun;het/det;put/verb;uit/prep	5
hoop/noun/volkskrant_20040219_101/182	ben/verb;teken/noun	2	ben/verb;teken/noun	2	ben/verb;teken/noun	2	ben/verb;er/adv;teken/noun	3	ben/verb;er/adv;teken/noun	3	ben/verb;er/adv;teken/noun;van/prep	4	ben/verb;teken/noun	2	ben/verb;teken/noun	2	ben/verb;teken/noun	2	ben/verb;er/adv;teken/noun	3	ben/verb;er/adv;teken/noun	3	ben/verb;er/adv;teken/noun;van/prep	4
hoop/noun/volkskrant_20000819_50/586	geloof/noun;goddelijk/adj;gooi/verb;schepping/noun	4	geloof/noun;goddelijk/adj;gooi/verb;schepping/noun	4	geloof/noun;goddelijk/adj;gooi/verb;schepping/noun;word/verb	5	een/det;geloof/noun;goddelijk/adj;gooi/verb;in/prep;op/prep;schepping/noun	7	een/det;geloof/noun;goddelijk/adj;gooi/verb;in/prep;op/prep;schepping/noun	7	een/det;geloof/noun;goddelijk/adj;gooi/verb;het/det;in/prep;op/prep;schepping/noun;word/verb	9	goddelijk/adj;gooi/verb;schepping/noun	3	goddelijk/adj;gooi/verb;schepping/noun	3	goddelijk/adj;gooi/verb;schepping/noun;word/verb	4	een/det;goddelijk/adj;gooi/verb;op/prep;schepping/noun	5	een/det;goddelijk/adj;gooi/verb;op/prep;schepping/noun	5	een/det;goddelijk/adj;gooi/verb;op/prep;schepping/noun;word/verb	6
hoop/noun/volkskrant_20020308_34/641	erkenning/noun;getuigenis/noun;medelijden/noun;zielig/adj	4	erkenning/noun;getuigenis/noun;medelijden/noun;zielig/adj	4	erkenning/noun;getuigenis/noun;leg_af/verb;leven_DIM/noun;medelijden/noun;slachtoffer/noun;zielig/adj	7	de/det;erkenning/noun;getuigenis/noun;hun/det;in/prep;medelijden/noun;op/prep;zielig/adj	8	de/det;erkenning/noun;getuigenis/noun;hun/det;in/prep;medelijden/noun;op/prep;zielig/adj	8	de/det;erkenning/noun;getuigenis/noun;hun/det;in/prep;leg_af/verb;leven_DIM/noun;medelijden/noun;op/prep;slachtoffer/noun;van/prep;zielig/adj	12	erkenning/noun;medelijden/noun;zielig/adj	3	erkenning/noun;medelijden/noun;zielig/adj	3	erkenning/noun;leven_DIM/noun;medelijden/noun;zielig/adj	4	de/det;erkenning/noun;hun/det;in/prep;medelijden/noun;op/prep;zielig/adj	7	de/det;erkenning/noun;hun/det;in/prep;medelijden/noun;op/prep;zielig/adj	7	de/det;erkenning/noun;hun/det;in/prep;leven_DIM/noun;medelijden/noun;op/prep;zielig/adj	8
hoop/noun/volkskrant_20001014_181/336	huilbui/noun;mogelijk/adj;snel/adj;staar/verb;waai_over/verb	5	huilbui/noun;mogelijk/adj;snel/adj;staar/verb;waai_over/verb	5	huilbui/noun;mogelijk/adj;plafond/noun;snel/adj;staar/verb;waai_over/verb	6	de/det;huilbui/noun;in/prep;mogelijk/adj;snel/adj;staar/verb;waai_over/verb;zo/adv	8	de/det;huilbui/noun;in/prep;mogelijk/adj;snel/adj;staar/verb;waai_over/verb;zo/adv	8	de/det;het/det;hij/pron;huilbui/noun;in/prep;mogelijk/adj;naar/prep;plafond/noun;snel/adj;staar/verb;waai_over/verb;zo/adv	12	huilbui/noun;snel/adj	2	huilbui/noun;snel/adj	2	huilbui/noun;plafond/noun;snel/adj	3	de/det;huilbui/noun;in/prep;snel/adj;zo/adv	5	de/det;huilbui/noun;in/prep;snel/adj;zo/adv	5	de/det;het/det;huilbui/noun;in/prep;plafond/noun;snel/adj;zo/adv	7
hoop/noun/volkskrant_19991203_129/707	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;er/adv;kortom/adv;nog/adv	4	ben/verb;er/adv;kortom/adv;nog/adv	4	ben/verb;er/adv;kortom/adv;nog/adv	4	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;kortom/adv;nog/adv	3	ben/verb;kortom/adv;nog/adv	3	ben/verb;kortom/adv;nog/adv	3
hoop/noun/volkskrant_20030828_07/268	geld/noun;heb/verb	2	geld/noun;heb/verb	2	geld/noun;heb/verb	2	dus/adv;geld/noun;heb/verb;op/prep;veel/det	5	dus/adv;geld/noun;heb/verb;op/prep;veel/det	5	dus/adv;geld/noun;heb/verb;niet/adv;op/prep;veel/det	6	geld/noun;heb/verb	2	geld/noun;heb/verb	2	geld/noun;heb/verb	2	dus/adv;geld/noun;heb/verb;op/prep;veel/det	5	dus/adv;geld/noun;heb/verb;op/prep;veel/det	5	dus/adv;geld/noun;heb/verb;op/prep;veel/det	5
hoop/noun/volkskrant_20041008_95/24	ben/verb;blijf/verb;doe/verb;levend/adj;nieuw/adj	5	ben/verb;blijf/verb;doe/verb;levend/adj;nieuw/adj	5	ben/verb;blijf/verb;doe/verb;joods/adj;kring/noun;leg_op/verb;levend/adj;nieuw/adj;zaak/noun	9	ben/verb;blijf/verb;de/det;doe/verb;er/adv;in/prep;levend/adj;nieuw/adj;zelfs/adv	9	ben/verb;blijf/verb;de/det;doe/verb;er/adv;in/prep;levend/adj;nieuw/adj;zelfs/adv	9	ben/verb;blijf/verb;de/det;doe/verb;er/adv;het/det;in/prep;joods/adj;kring/noun;leg_op/verb;levend/adj;met/prep;nieuw/adj;zaak/noun;zelfs/adv	15	blijf/verb;levend/adj	2	blijf/verb;levend/adj	2	blijf/verb;kring/noun;levend/adj;zaak/noun	4	blijf/verb;de/det;er/adv;in/prep;levend/adj	5	blijf/verb;de/det;er/adv;in/prep;levend/adj	5	blijf/verb;de/det;er/adv;in/prep;kring/noun;levend/adj;zaak/noun	7
hoop/noun/volkskrant_19990414_29/160	actie/noun;verwachting/noun;zal/verb	3	actie/noun;verwachting/noun;zal/verb	3	actie/noun;begin/verb;buiten/adj;dwing/verb;kijf/adj;militair/adj;verwachting/noun;zal/verb	8	actie/noun;al/adv;de/det;die/det;in/prep;verwachting/noun;zal/verb;ze/pron	8	actie/noun;al/adv;de/det;die/det;in/prep;verwachting/noun;zal/verb;ze/pron	8	actie/noun;al/adv;begin/verb;buiten/adj;de/det;die/det;dwing/verb;in/prep;kijf/adj;militair/adj;verwachting/noun;zal/verb;ze/pron	13	actie/noun;verwachting/noun	2	actie/noun;verwachting/noun	2	actie/noun;militair/adj;verwachting/noun	3	actie/noun;die/det;in/prep;verwachting/noun	4	actie/noun;die/det;in/prep;verwachting/noun	4	actie/noun;die/det;in/prep;militair/adj;verwachting/noun	5
hoop/noun/volkskrant_20011208_166/1083	goed/adj;heb/verb;jong/adj;overleef/verb	4	goed/adj;heb/verb;jong/adj;overleef/verb	4	aanslag/noun;goed/adj;heb/verb;jong/adj;overleef/verb	5	alle/det;de/det;goed/adj;heb/verb;jong/adj;nu/adv;op/prep;overleef/verb;zijn/det	9	alle/det;de/det;goed/adj;heb/verb;jong/adj;nu/adv;op/prep;overleef/verb;zijn/det	9	aanslag/noun;alle/det;de/det;goed/adj;heb/verb;hij/pron;jong/adj;nu/adv;op/prep;overleef/verb;zijn/det	11	goed/adj;heb/verb;jong/adj	3	goed/adj;heb/verb;jong/adj	3	aanslag/noun;goed/adj;heb/verb;jong/adj	4	de/det;goed/adj;heb/verb;jong/adj;nu/adv	5	de/det;goed/adj;heb/verb;jong/adj;nu/adv	5	aanslag/noun;de/det;goed/adj;heb/verb;hij/pron;jong/adj;nu/adv	7
hoop/noun/volkskrant_20030614_60/321	gezeur/noun;scheel/verb	2	gezeur/noun;scheel/verb	2	gezeur/noun;scheel/verb	2	dat/det;een/det;gezeur/noun;scheel/verb	4	dat/det;een/det;gezeur/noun;scheel/verb	4	dat/det;een/det;gezeur/noun;scheel/verb	4	gezeur/noun;scheel/verb	2	gezeur/noun;scheel/verb	2	gezeur/noun;scheel/verb	2	dat/det;een/det;gezeur/noun;scheel/verb	4	dat/det;een/det;gezeur/noun;scheel/verb	4	dat/det;een/det;gezeur/noun;scheel/verb	4
hoop/noun/volkskrant_20040304_37/82	deken/noun;groot/adj;lig/verb	3	deken/noun;groot/adj;lig/verb	3	deken/noun;groot/adj;lig/verb	3	de/det;deken/noun;een/det;groot/adj;lig/verb;nog/adv;op/prep	7	de/det;deken/noun;een/det;groot/adj;lig/verb;nog/adv;op/prep	7	de/det;deken/noun;een/det;groot/adj;lig/verb;nog/adv;op/prep	7	groot/adj;lig/verb	2	groot/adj;lig/verb	2	groot/adj;lig/verb	2	een/det;groot/adj;lig/verb;nog/adv;op/prep	5	een/det;groot/adj;lig/verb;nog/adv;op/prep	5	een/det;groot/adj;lig/verb;nog/adv;op/prep	5
