_id	_cws.hemels.foc10.nav.weight.bound	_count.hemels.foc10.nav.weight.bound	_cws.hemels.foc10.nav.selection.bound	_count.hemels.foc10.nav.selection.bound	_cws.hemels.foc10.nav.no.bound	_count.hemels.foc10.nav.no.bound	_cws.hemels.foc10.all.weight.bound	_count.hemels.foc10.all.weight.bound	_cws.hemels.foc10.all.selection.bound	_count.hemels.foc10.all.selection.bound	_cws.hemels.foc10.all.no.bound	_count.hemels.foc10.all.no.bound	_cws.hemels.foc5.nav.weight.bound	_count.hemels.foc5.nav.weight.bound	_cws.hemels.foc5.nav.selection.bound	_count.hemels.foc5.nav.selection.bound	_cws.hemels.foc5.nav.no.bound	_count.hemels.foc5.nav.no.bound	_cws.hemels.foc5.all.weight.bound	_count.hemels.foc5.all.weight.bound	_cws.hemels.foc5.all.selection.bound	_count.hemels.foc5.all.selection.bound	_cws.hemels.foc5.all.no.bound	_count.hemels.foc5.all.no.bound
hemels/adj/het_laatste_nieuws_20041103_01_410/374	champagne/noun;expansie/noun;kristallen/adj;verwen/verb;vol/adj	5	champagne/noun;expansie/noun;kristallen/adj;verwen/verb;vol/adj	5	champagne/noun;expansie/noun;kristallen/adj;verwen/verb;vol/adj	5	champagne/noun;een/det;expansie/noun;haar/det;kristallen/adj;met/prep;verwen/verb;vol/adj	8	champagne/noun;een/det;expansie/noun;haar/det;kristallen/adj;met/prep;verwen/verb;vol/adj	8	champagne/noun;een/det;expansie/noun;haar/det;kristallen/adj;met/prep;verwen/verb;vol/adj	8	champagne/noun	1	champagne/noun	1	champagne/noun	1	champagne/noun;een/det;haar/det;met/prep	4	champagne/noun;een/det;haar/det;met/prep	4	champagne/noun;een/det;haar/det;met/prep	4
hemels/adj/het_laatste_nieuws_20001214_01_387/129	doe/verb;glinsterend/adj;kerst_stal/noun;lieflijk/adj;partner/noun;plezier/noun;ring/noun;verleid/verb	8	doe/verb;glinsterend/adj;kerst_stal/noun;lieflijk/adj;partner/noun;plezier/noun;ring/noun;verleid/verb	8	doe/verb;glinsterend/adj;kerst_stal/noun;lieflijk/adj;partner/noun;plezier/noun;ring/noun;verleid/verb	8	doe/verb;een/det;glinsterend/adj;je/det;je/pron;kerst_stal/noun;lieflijk/adj;met/prep;partner/noun;plezier/noun;ring/noun;rond/prep;verleid/verb	13	doe/verb;een/det;glinsterend/adj;je/det;je/pron;kerst_stal/noun;lieflijk/adj;met/prep;partner/noun;plezier/noun;ring/noun;rond/prep;verleid/verb	13	doe/verb;een/det;glinsterend/adj;je/det;je/pron;kerst_stal/noun;lieflijk/adj;met/prep;partner/noun;plezier/noun;ring/noun;rond/prep;verleid/verb	13	doe/verb;glinsterend/adj;partner/noun;plezier/noun;ring/noun	5	doe/verb;glinsterend/adj;partner/noun;plezier/noun;ring/noun	5	doe/verb;glinsterend/adj;partner/noun;plezier/noun;ring/noun	5	doe/verb;glinsterend/adj;je/det;je/pron;met/prep;partner/noun;plezier/noun;ring/noun	8	doe/verb;glinsterend/adj;je/det;je/pron;met/prep;partner/noun;plezier/noun;ring/noun	8	doe/verb;glinsterend/adj;je/det;je/pron;met/prep;partner/noun;plezier/noun;ring/noun	8
hemels/adj/het_laatste_nieuws_20020215_01_572/393	aureool/noun;onaantastbaar/adj;stoer/adj	3	aureool/noun;onaantastbaar/adj;stoer/adj	3	aureool/noun;onaantastbaar/adj;stoer/adj	3	aureool/noun;een/det;het/det;onaantastbaar/adj;stoer/adj	5	aureool/noun;een/det;het/det;onaantastbaar/adj;stoer/adj	5	aureool/noun;een/det;het/det;onaantastbaar/adj;stoer/adj	5	aureool/noun;onaantastbaar/adj	2	aureool/noun;onaantastbaar/adj	2	aureool/noun;onaantastbaar/adj	2	aureool/noun;een/det;onaantastbaar/adj	3	aureool/noun;een/det;onaantastbaar/adj	3	aureool/noun;een/det;onaantastbaar/adj	3
hemels/adj/het_laatste_nieuws_20030412_01_589/360	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1	vrede/noun	1
hemels/adj/het_laatste_nieuws_20020718_01_95/206	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1	haven/noun	1
hemels/adj/het_nieuwsblad_19990201_01_214/237	gewaad/noun;kleurrijk/adj;zie/verb	3	gewaad/noun;kleurrijk/adj;zie/verb	3	gewaad/noun;kleurrijk/adj;zie/verb	3	gewaad/noun;het/det;kleurrijk/adj;uit/prep;zie/verb	5	gewaad/noun;het/det;kleurrijk/adj;uit/prep;zie/verb	5	gewaad/noun;het/det;kleurrijk/adj;uit/prep;zie/verb	5	gewaad/noun;kleurrijk/adj;zie/verb	3	gewaad/noun;kleurrijk/adj;zie/verb	3	gewaad/noun;kleurrijk/adj;zie/verb	3	gewaad/noun;het/det;kleurrijk/adj;uit/prep;zie/verb	5	gewaad/noun;het/det;kleurrijk/adj;uit/prep;zie/verb	5	gewaad/noun;het/det;kleurrijk/adj;uit/prep;zie/verb	5
hemels/adj/het_nieuwsblad_20011210_01_381/217	conservator/noun;geschenk/noun;vernieuwd/adj	3	conservator/noun;geschenk/noun;vernieuwd/adj	3	conservator/noun;geschenk/noun;vernieuwd/adj	3	afloop/prep;conservator/noun;die/pron;dit/det;een/det;geschenk/noun;mij/pron;vernieuwd/adj	8	afloop/prep;conservator/noun;die/pron;dit/det;een/det;geschenk/noun;mij/pron;vernieuwd/adj	8	afloop/prep;conservator/noun;die/pron;dit/det;een/det;geschenk/noun;mij/pron;vernieuwd/adj	8	geschenk/noun	1	geschenk/noun	1	geschenk/noun	1	een/det;geschenk/noun;mij/pron	3	een/det;geschenk/noun;mij/pron	3	een/det;geschenk/noun;mij/pron	3
hemels/adj/het_nieuwsblad_20020301_01_587/242	dood/noun;hart/noun;licht/noun;overkant/noun;vrees/verb;wenk/verb	6	dood/noun;hart/noun;licht/noun;overkant/noun;vrees/verb;wenk/verb	6	dood/noun;hart/noun;licht/noun;overkant/noun;vrees/verb;wenk/verb	6	dood/noun;hart/noun;het/det;je/pron;licht/noun;ons/pron;overkant/noun;vrees/verb;wenk/verb	9	dood/noun;hart/noun;het/det;je/pron;licht/noun;ons/pron;overkant/noun;vrees/verb;wenk/verb	9	dood/noun;hart/noun;het/det;je/pron;licht/noun;ons/pron;overkant/noun;vrees/verb;wenk/verb	9	licht/noun;overkant/noun;wenk/verb	3	licht/noun;overkant/noun;wenk/verb	3	licht/noun;overkant/noun;wenk/verb	3	het/det;licht/noun;ons/pron;overkant/noun;wenk/verb	5	het/det;licht/noun;ons/pron;overkant/noun;wenk/verb	5	het/det;licht/noun;ons/pron;overkant/noun;wenk/verb	5
hemels/adj/het_nieuwsblad_20020130_01_655/383	bedoeling/noun;menu/noun;verras/verb;vrouw_DIM/noun	4	bedoeling/noun;menu/noun;verras/verb;vrouw_DIM/noun	4	bedoeling/noun;menu/noun;verras/verb;vrouw_DIM/noun	4	bedoeling/noun;een/det;het/det;menu/noun;met/prep;reeds/adv;verras/verb;vrouw_DIM/noun	8	bedoeling/noun;een/det;het/det;menu/noun;met/prep;reeds/adv;verras/verb;vrouw_DIM/noun	8	bedoeling/noun;een/det;het/det;menu/noun;met/prep;reeds/adv;verras/verb;vrouw_DIM/noun	8	menu/noun;verras/verb	2	menu/noun;verras/verb	2	menu/noun;verras/verb	2	een/det;menu/noun;met/prep;reeds/adv;verras/verb	5	een/det;menu/noun;met/prep;reeds/adv;verras/verb	5	een/det;menu/noun;met/prep;reeds/adv;verras/verb	5
hemels/adj/het_nieuwsblad_20030307_01_485/193	11/noun;gegarandeerd/adj;muziek/noun	3	11/noun;gegarandeerd/adj;muziek/noun	3	11/noun;gegarandeerd/adj;muziek/noun	3	11/noun;gegarandeerd/adj;het/det;muziek/noun;vanaf/prep	5	11/noun;gegarandeerd/adj;het/det;muziek/noun;vanaf/prep	5	11/noun;gegarandeerd/adj;het/det;muziek/noun;vanaf/prep	5	11/noun;gegarandeerd/adj;muziek/noun	3	11/noun;gegarandeerd/adj;muziek/noun	3	11/noun;gegarandeerd/adj;muziek/noun	3	11/noun;gegarandeerd/adj;muziek/noun;vanaf/prep	4	11/noun;gegarandeerd/adj;muziek/noun;vanaf/prep	4	11/noun;gegarandeerd/adj;muziek/noun;vanaf/prep	4
hemels/adj/het_nieuwsblad_20000811_01_203/46	cru/adj;glas_DIM/noun;nip/verb	3	cru/adj;glas_DIM/noun;nip/verb	3	cru/adj;glas_DIM/noun;nip/verb	3	cru/adj;een/det;glas_DIM/noun;nip/verb	4	cru/adj;een/det;glas_DIM/noun;nip/verb	4	cru/adj;een/det;glas_DIM/noun;nip/verb	4	cru/adj;glas_DIM/noun;nip/verb	3	cru/adj;glas_DIM/noun;nip/verb	3	cru/adj;glas_DIM/noun;nip/verb	3	cru/adj;een/det;glas_DIM/noun;nip/verb	4	cru/adj;een/det;glas_DIM/noun;nip/verb	4	cru/adj;een/det;glas_DIM/noun;nip/verb	4
hemels/adj/het_nieuwsblad_20010504_01_472/278	laag/noun;monument/noun	2	laag/noun;monument/noun	2	laag/noun;monument/noun	2	het/det;laag/noun;monument/noun	3	het/det;laag/noun;monument/noun	3	het/det;laag/noun;monument/noun	3	laag/noun;monument/noun	2	laag/noun;monument/noun	2	laag/noun;monument/noun	2	het/det;laag/noun;monument/noun	3	het/det;laag/noun;monument/noun	3	het/det;laag/noun;monument/noun	3
hemels/adj/het_nieuwsblad_20041214_01_624/122	belofte/noun;maak_waar/verb;voet/noun	3	belofte/noun;maak_waar/verb;voet/noun	3	belofte/noun;maak_waar/verb;voet/noun	3	belofte/noun;een/det;maak_waar/verb;naar/prep;te/prep;voet/noun	6	belofte/noun;een/det;maak_waar/verb;naar/prep;te/prep;voet/noun	6	belofte/noun;een/det;maak_waar/verb;naar/prep;te/prep;voet/noun	6	belofte/noun;maak_waar/verb	2	belofte/noun;maak_waar/verb	2	belofte/noun;maak_waar/verb	2	belofte/noun;een/det;maak_waar/verb;te/prep	4	belofte/noun;een/det;maak_waar/verb;te/prep	4	belofte/noun;een/det;maak_waar/verb;te/prep	4
hemels/adj/het_nieuwsblad_20010626_01_379/282	schrik/noun;vuur/noun	2	schrik/noun;vuur/noun	2	schrik/noun;vuur/noun	2	een/det;schrik/noun;vuur/noun	3	een/det;schrik/noun;vuur/noun	3	een/det;schrik/noun;vuur/noun	3	schrik/noun;vuur/noun	2	schrik/noun;vuur/noun	2	schrik/noun;vuur/noun	2	een/det;schrik/noun;vuur/noun	3	een/det;schrik/noun;vuur/noun	3	een/det;schrik/noun;vuur/noun	3
hemels/adj/het_nieuwsblad_20000408_01_368/151	aards/adj;fietser/noun;geneugte/noun;landschap/noun;slinger/verb	5	aards/adj;fietser/noun;geneugte/noun;landschap/noun;slinger/verb	5	aards/adj;fietser/noun;geneugte/noun;landschap/noun;slinger/verb	5	aards/adj;beide/det;en/adv;fietser/noun;geneugte/noun;heen/adv;landschap/noun;slinger/verb;tussen/prep;weer/adv	10	aards/adj;beide/det;en/adv;fietser/noun;geneugte/noun;heen/adv;landschap/noun;slinger/verb;tussen/prep;weer/adv	10	aards/adj;beide/det;en/adv;fietser/noun;geneugte/noun;heen/adv;landschap/noun;slinger/verb;tussen/prep;weer/adv	10	aards/adj;geneugte/noun;landschap/noun;slinger/verb	4	aards/adj;geneugte/noun;landschap/noun;slinger/verb	4	aards/adj;geneugte/noun;landschap/noun;slinger/verb	4	aards/adj;en/adv;geneugte/noun;heen/adv;landschap/noun;slinger/verb;tussen/prep;weer/adv	8	aards/adj;en/adv;geneugte/noun;heen/adv;landschap/noun;slinger/verb;tussen/prep;weer/adv	8	aards/adj;en/adv;geneugte/noun;heen/adv;landschap/noun;slinger/verb;tussen/prep;weer/adv	8
hemels/adj/het_nieuwsblad_20030225_01_5/9	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1	aardappel/noun	1
hemels/adj/het_nieuwsblad_20010315_01_360/55	bekering/noun;visioen/noun	2	bekering/noun;visioen/noun	2	bekering/noun;visioen/noun	2	bekering/noun;visioen/noun	2	bekering/noun;visioen/noun	2	bekering/noun;visioen/noun	2	visioen/noun	1	visioen/noun	1	visioen/noun	1	visioen/noun	1	visioen/noun	1	visioen/noun	1
hemels/adj/het_nieuwsblad_20000603_01_386/307	aanschouw/verb;gevoel/noun;redeneer/verb;streek/noun	4	aanschouw/verb;gevoel/noun;redeneer/verb;streek/noun	4	aanschouw/verb;gevoel/noun;redeneer/verb;streek/noun	4	aanschouw/verb;boven/adv;daar/adv;een/det;gevoel/noun;het/det;redeneer/verb;streek/noun;zo/adv	9	aanschouw/verb;boven/adv;daar/adv;een/det;gevoel/noun;het/det;redeneer/verb;streek/noun;zo/adv	9	aanschouw/verb;boven/adv;daar/adv;een/det;gevoel/noun;het/det;redeneer/verb;streek/noun;zo/adv	9	gevoel/noun;streek/noun	2	gevoel/noun;streek/noun	2	gevoel/noun;streek/noun	2	een/det;gevoel/noun;het/det;streek/noun	4	een/det;gevoel/noun;het/det;streek/noun	4	een/det;gevoel/noun;het/det;streek/noun	4
hemels/adj/het_nieuwsblad_20010609_01_405/1284	kom_DIM/noun;lekkers/noun;rijst/noun;smaak/verb;tonijn/noun	5	kom_DIM/noun;lekkers/noun;rijst/noun;smaak/verb;tonijn/noun	5	kom_DIM/noun;lekkers/noun;rijst/noun;smaak/verb;tonijn/noun	5	kom_DIM/noun;lekkers/noun;met/prep;rijst/noun;smaak/verb;tonijn/noun	6	kom_DIM/noun;lekkers/noun;met/prep;rijst/noun;smaak/verb;tonijn/noun	6	kom_DIM/noun;lekkers/noun;met/prep;rijst/noun;smaak/verb;tonijn/noun	6	lekkers/noun;smaak/verb	2	lekkers/noun;smaak/verb	2	lekkers/noun;smaak/verb	2	lekkers/noun;smaak/verb	2	lekkers/noun;smaak/verb	2	lekkers/noun;smaak/verb	2
hemels/adj/het_nieuwsblad_19990703_01_2/622	moment/noun;steel/verb;weg/noun;zaligheid/noun	4	moment/noun;steel/verb;weg/noun;zaligheid/noun	4	moment/noun;steel/verb;weg/noun;zaligheid/noun	4	een/det;moment/noun;steel/verb;weg/noun;zaligheid/noun	5	een/det;moment/noun;steel/verb;weg/noun;zaligheid/noun	5	een/det;moment/noun;steel/verb;weg/noun;zaligheid/noun	5	zaligheid/noun	1	zaligheid/noun	1	zaligheid/noun	1	een/det;zaligheid/noun	2	een/det;zaligheid/noun	2	een/det;zaligheid/noun	2
hemels/adj/het_nieuwsblad_20041127_01_194/104	winter/noun	1	winter/noun	1	winter/noun	1	het/det;met/prep;winter/noun	3	het/det;met/prep;winter/noun	3	het/det;met/prep;winter/noun	3	winter/noun	1	winter/noun	1	winter/noun	1	het/det;winter/noun	2	het/det;winter/noun	2	het/det;winter/noun	2
hemels/adj/het_nieuwsblad_19990408_01_143/67	klink/verb;lach/verb;muziek/noun;oor/noun	4	klink/verb;lach/verb;muziek/noun;oor/noun	4	klink/verb;lach/verb;muziek/noun;oor/noun	4	als/prep;het/det;klink/verb;lach/verb;mijn/det;muziek/noun;oor/noun	7	als/prep;het/det;klink/verb;lach/verb;mijn/det;muziek/noun;oor/noun	7	als/prep;het/det;klink/verb;lach/verb;mijn/det;muziek/noun;oor/noun	7	klink/verb;muziek/noun;oor/noun	3	klink/verb;muziek/noun;oor/noun	3	klink/verb;muziek/noun;oor/noun	3	als/prep;het/det;klink/verb;mijn/det;muziek/noun;oor/noun	6	als/prep;het/det;klink/verb;mijn/det;muziek/noun;oor/noun	6	als/prep;het/det;klink/verb;mijn/det;muziek/noun;oor/noun	6
hemels/adj/het_nieuwsblad_20040519_01_320/73	bericht/noun;boodschap/noun;klink/verb	3	bericht/noun;boodschap/noun;klink/verb	3	bericht/noun;boodschap/noun;klink/verb	3	als/prep;bericht/noun;boodschap/noun;dit/det;een/det;klink/verb	6	als/prep;bericht/noun;boodschap/noun;dit/det;een/det;klink/verb	6	als/prep;bericht/noun;boodschap/noun;dit/det;een/det;klink/verb	6	bericht/noun;boodschap/noun;klink/verb	3	bericht/noun;boodschap/noun;klink/verb	3	bericht/noun;boodschap/noun;klink/verb	3	als/prep;bericht/noun;boodschap/noun;dit/det;een/det;klink/verb	6	als/prep;bericht/noun;boodschap/noun;dit/det;een/det;klink/verb	6	als/prep;bericht/noun;boodschap/noun;dit/det;een/det;klink/verb	6
hemels/adj/het_nieuwsblad_20041127_01_770/494	scherp/adj;zie_af/verb;zie_uit/verb	3	scherp/adj;zie_af/verb;zie_uit/verb	3	scherp/adj;zie_af/verb;zie_uit/verb	3	jullie/pron;scherp/adj;zie_af/verb;zie_uit/verb;zo/adv	5	jullie/pron;scherp/adj;zie_af/verb;zie_uit/verb;zo/adv	5	jullie/pron;scherp/adj;zie_af/verb;zie_uit/verb;zo/adv	5	zie_af/verb;zie_uit/verb	2	zie_af/verb;zie_uit/verb	2	zie_af/verb;zie_uit/verb	2	jullie/pron;zie_af/verb;zie_uit/verb	3	jullie/pron;zie_af/verb;zie_uit/verb	3	jullie/pron;zie_af/verb;zie_uit/verb	3
hemels/adj/het_nieuwsblad_20030908_01_306/175	geniet/verb;sleur_mee/verb;zee/noun	3	geniet/verb;sleur_mee/verb;zee/noun	3	geniet/verb;sleur_mee/verb;zee/noun	3	die/det;door/prep;geniet/verb;sleur_mee/verb;zee/noun	5	die/det;door/prep;geniet/verb;sleur_mee/verb;zee/noun	5	die/det;door/prep;geniet/verb;sleur_mee/verb;zee/noun	5	geniet/verb;zee/noun	2	geniet/verb;zee/noun	2	geniet/verb;zee/noun	2	die/det;geniet/verb;zee/noun	3	die/det;geniet/verb;zee/noun	3	die/det;geniet/verb;zee/noun	3
hemels/adj/het_nieuwsblad_20040829_01_139/169	20.30/noun;klank/noun;vrijdag_avond/noun	3	20.30/noun;klank/noun;vrijdag_avond/noun	3	20.30/noun;klank/noun;vrijdag_avond/noun	3	20.30/noun;klank/noun;vrijdag_avond/noun	3	20.30/noun;klank/noun;vrijdag_avond/noun	3	20.30/noun;klank/noun;vrijdag_avond/noun	3	klank/noun	1	klank/noun	1	klank/noun	1	klank/noun	1	klank/noun	1	klank/noun	1
hemels/adj/het_nieuwsblad_20010302_01_257/42	Lebbeekse/adj;boodschap/noun;klink/verb;oor/noun;vereniging/noun	5	Lebbeekse/adj;boodschap/noun;klink/verb;oor/noun;vereniging/noun	5	Lebbeekse/adj;boodschap/noun;klink/verb;oor/noun;vereniging/noun	5	Lebbeekse/adj;allesbehalve/adv;boodschap/noun;die/pron;klink/verb;oor/noun;vereniging/noun	7	Lebbeekse/adj;allesbehalve/adv;boodschap/noun;die/pron;klink/verb;oor/noun;vereniging/noun	7	Lebbeekse/adj;allesbehalve/adv;boodschap/noun;die/pron;klink/verb;oor/noun;vereniging/noun	7	boodschap/noun;klink/verb;oor/noun	3	boodschap/noun;klink/verb;oor/noun	3	boodschap/noun;klink/verb;oor/noun	3	allesbehalve/adv;boodschap/noun;klink/verb;oor/noun	4	allesbehalve/adv;boodschap/noun;klink/verb;oor/noun	4	allesbehalve/adv;boodschap/noun;klink/verb;oor/noun	4
hemels/adj/het_nieuwsblad_20040413_01_341/574	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1	schrik/noun	1
hemels/adj/het_nieuwsblad_20010911_01_201/208	geef_toe/verb;geschenk/noun;grif/adj;schoot/noun;werp/verb	5	geef_toe/verb;geschenk/noun;grif/adj;schoot/noun;werp/verb	5	geef_toe/verb;geschenk/noun;grif/adj;schoot/noun;werp/verb	5	een/det;geef_toe/verb;geschenk/noun;grif/adj;men/pron;schoot/noun;werp/verb;ze/pron	8	een/det;geef_toe/verb;geschenk/noun;grif/adj;men/pron;schoot/noun;werp/verb;ze/pron	8	een/det;geef_toe/verb;geschenk/noun;grif/adj;men/pron;schoot/noun;werp/verb;ze/pron	8	geschenk/noun;grif/adj;schoot/noun	3	geschenk/noun;grif/adj;schoot/noun	3	geschenk/noun;grif/adj;schoot/noun	3	een/det;geschenk/noun;grif/adj;schoot/noun;ze/pron	5	een/det;geschenk/noun;grif/adj;schoot/noun;ze/pron	5	een/det;geschenk/noun;grif/adj;schoot/noun;ze/pron	5
hemels/adj/het_nieuwsblad_20020104_01_530/606	klank/noun	1	klank/noun	1	klank/noun	1	klank/noun;leiding/prep;uit/prep	3	klank/noun;leiding/prep;uit/prep	3	klank/noun;leiding/prep;uit/prep	3	klank/noun	1	klank/noun	1	klank/noun	1	klank/noun	1	klank/noun	1	klank/noun	1
hemels/adj/het_nieuwsblad_20020214_01_506/306	keur/noun;klank/noun;musicus/noun;sfeer/noun;zorg/verb	5	keur/noun;klank/noun;musicus/noun;sfeer/noun;zorg/verb	5	keur/noun;klank/noun;musicus/noun;sfeer/noun;zorg/verb	5	een/det;keur/noun;klank/noun;musicus/noun;sfeer/noun;zorg/verb	6	een/det;keur/noun;klank/noun;musicus/noun;sfeer/noun;zorg/verb	6	een/det;keur/noun;klank/noun;musicus/noun;sfeer/noun;zorg/verb	6	keur/noun;klank/noun;musicus/noun;zorg/verb	4	keur/noun;klank/noun;musicus/noun;zorg/verb	4	keur/noun;klank/noun;musicus/noun;zorg/verb	4	keur/noun;klank/noun;musicus/noun;zorg/verb	4	keur/noun;klank/noun;musicus/noun;zorg/verb	4	keur/noun;klank/noun;musicus/noun;zorg/verb	4
hemels/adj/het_nieuwsblad_20000523_01_201/328	beschutting/noun;doe/verb;gouden/adj;noop/verb;waterval/noun	5	beschutting/noun;doe/verb;gouden/adj;noop/verb;waterval/noun	5	beschutting/noun;doe/verb;gouden/adj;noop/verb;waterval/noun	5	beschutting/noun;doe/verb;gouden/adj;noop/verb;waterval/noun	5	beschutting/noun;doe/verb;gouden/adj;noop/verb;waterval/noun	5	beschutting/noun;doe/verb;gouden/adj;noop/verb;waterval/noun	5	beschutting/noun;gouden/adj;noop/verb;waterval/noun	4	beschutting/noun;gouden/adj;noop/verb;waterval/noun	4	beschutting/noun;gouden/adj;noop/verb;waterval/noun	4	beschutting/noun;gouden/adj;noop/verb;waterval/noun	4	beschutting/noun;gouden/adj;noop/verb;waterval/noun	4	beschutting/noun;gouden/adj;noop/verb;waterval/noun	4
