cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_2	ann_1	ann_3	ann_4	votes
heet/adj/volkskrant_20000504_58/281/R5	heet/adj/volkskrant_20000504_58/281	R5	.	punct	./punct	.	True	R	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R6	heet/adj/volkskrant_20000504_58/281	R6	sentence_delimiter	none	none	</sentence>	none	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R7	heet/adj/volkskrant_20000504_58/281	R7	sentence_delimiter	none	none	<sentence>	none	R	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R8	heet/adj/volkskrant_20000504_58/281	R8	verslingerd	adj	verslingerd/adj	Verslingerd	False	R	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R9	heet/adj/volkskrant_20000504_58/281	R9	aan	prep	aan/prep	aan	False	R	10	-0.31145388	2153601	640	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R10	heet/adj/volkskrant_20000504_58/281	R10	Parijs	name	Parijs/name	Parijs	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R11	heet/adj/volkskrant_20000504_58/281	R11	ben	verb	ben/verb	was	False	R	12	0.16841711	9938754	4769	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R12	heet/adj/volkskrant_20000504_58/281	R12	de	det	de/det	de	False	R	13	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R13	heet/adj/volkskrant_20000504_58/281	R13	in	prep	in/prep	in	False	R	14	0.24172923	9492181	4889	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R14	heet/adj/volkskrant_20000504_58/281	R14	Hongaars	name	Hongaars/name	Hongaars	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_20000504_58/281/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L0	heet/adj/volkskrant_19990211_206/106	L0	zo	adj	zo/adj	zo	True	L	1	0.89380586	104398	104	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L1	heet/adj/volkskrant_19990211_206/106	L1	ben	verb	ben/verb	was	True	L	2	0.16841711	9938754	4769	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L2	heet/adj/volkskrant_19990211_206/106	L2	crash	noun	crash/noun	crash	True	L	3	1.1131701	3293	4	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L3	heet/adj/volkskrant_19990211_206/106	L3	de	det	de/det	de	True	L	4	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L4	heet/adj/volkskrant_19990211_206/106	L4	na	prep	na/prep	na	True	L	5	-0.26915809999999996	796990	246	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L5	heet/adj/volkskrant_19990211_206/106	L5	vuur	noun	vuur/noun	vuur	True	L	6	3.1081755	33011	298	TRUE	TRUE	TRUE	FALSE	3
heet/adj/volkskrant_19990211_206/106/L6	heet/adj/volkskrant_19990211_206/106	L6	het	det	het/det	Het	True	L	7	0.21922335	11650779	5881	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L7	heet/adj/volkskrant_19990211_206/106	L7	sentence_delimiter	none	none	<sentence>	none	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L8	heet/adj/volkskrant_19990211_206/106	L8	sentence_delimiter	none	none	</sentence>	none	L	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L9	heet/adj/volkskrant_19990211_206/106	L9	.	punct	./punct	.	False	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L10	heet/adj/volkskrant_19990211_206/106	L10	uit	part	uit/part	uit	False	L	11	-0.18576759	475164	160	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L11	heet/adj/volkskrant_19990211_206/106	L11	niks	noun	niks/noun	niks	False	L	12	-0.175818	32326	11	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L12	heet/adj/volkskrant_19990211_206/106	L12	sluit_uit	verb	sluit_uit/verb	sloten	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L13	heet/adj/volkskrant_19990211_206/106	L13	maar	vg	maar/vg	maar	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L14	heet/adj/volkskrant_19990211_206/106	L14	,	punct	,/punct	,	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R0	heet/adj/volkskrant_19990211_206/106	R0	,	punct	,/punct	,	True	R	1	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R1	heet/adj/volkskrant_19990211_206/106	R1	dat	comp	dat/comp	dat	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R2	heet/adj/volkskrant_19990211_206/106	R2	lichaam	noun	lichaam/noun	lichamen	True	R	3	0.46191743	37206	24	FALSE	FALSE	TRUE	FALSE	1
heet/adj/volkskrant_19990211_206/106/R3	heet/adj/volkskrant_19990211_206/106	R3	kan	verb	kan/verb	kunnen	True	R	4	-0.100433856	1969534	723	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R4	heet/adj/volkskrant_19990211_206/106	R4	zijn	det	zijn/det	zijn	True	R	5	-0.2831475	2164588	663	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R5	heet/adj/volkskrant_19990211_206/106	R5	verast	noun	verast/noun	verast	True	R	6	NA	NA	NA	FALSE	FALSE	TRUE	FALSE	1
heet/adj/volkskrant_19990211_206/106/R6	heet/adj/volkskrant_19990211_206/106	R6	.	punct	./punct	.	True	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R7	heet/adj/volkskrant_19990211_206/106	R7	sentence_delimiter	none	none	</sentence>	none	R	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R8	heet/adj/volkskrant_19990211_206/106	R8	sentence_delimiter	none	none	<sentence>	none	R	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R9	heet/adj/volkskrant_19990211_206/106	R9	dienstdoend	adj	dienstdoend/adj	Dienstdoend	False	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R10	heet/adj/volkskrant_19990211_206/106	R10	commandant	noun	commandant/noun	commandant	False	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R11	heet/adj/volkskrant_19990211_206/106	R11	van	prep	van/prep	van	False	R	12	-0.10328236	12638933	4621	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R12	heet/adj/volkskrant_19990211_206/106	R12	de	det	de/det	de	False	R	13	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R13	heet/adj/volkskrant_19990211_206/106	R13	politie	noun	politie/noun	politie	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R14	heet/adj/volkskrant_19990211_206/106	R14	B.	name	B./name	B.	False	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/volkskrant_19990211_206/106/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L0	heet/adj/parool_20040423_06/124	L0	wat	adv	wat/adv	wat	True	L	1	0.62482667	153932	117	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L1	heet/adj/parool_20040423_06/124	L1	object	noun	object/noun	objecten	True	L	2	0.1528177	6322	3	TRUE	FALSE	FALSE	FALSE	1
heet/adj/parool_20040423_06/124/L2	heet/adj/parool_20040423_06/124	L2	de	det	de/det	de	True	L	3	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L3	heet/adj/parool_20040423_06/124	L3	heb	verb	heb/verb	hebben	True	L	4	-0.36773524	4034811	1129	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L4	heet/adj/parool_20040423_06/124	L4	ze	pron	ze/pron	Ze	True	L	5	0.38839385	1808509	1087	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L5	heet/adj/parool_20040423_06/124	L5	""""	punct	"""/punct"	""""	True	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L6	heet/adj/parool_20040423_06/124	L6	sentence_delimiter	none	none	<sentence>	none	L	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L7	heet/adj/parool_20040423_06/124	L7	sentence_delimiter	none	none	</sentence>	none	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L8	heet/adj/parool_20040423_06/124	L8	.	punct	./punct	.	False	L	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L9	heet/adj/parool_20040423_06/124	L9	enthoesiast	adj	enthoesiast/adj	enthousiast	False	L	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L10	heet/adj/parool_20040423_06/124	L10	hij	pron	hij/pron	hij	False	L	11	-0.24874377	2403923	764	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L11	heet/adj/parool_20040423_06/124	L11	roep	verb	roep/verb	roept	False	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L12	heet/adj/parool_20040423_06/124	L12	""""	punct	"""/punct"	""""	False	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L13	heet/adj/parool_20040423_06/124	L13	!	punct	!/punct	!	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L14	heet/adj/parool_20040423_06/124	L14	word	verb	word/verb	geworden	False	L	15	0.44066927	3486710	2197	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R0	heet/adj/parool_20040423_06/124	R0	stook	verb	stook/verb	gestookt	True	R	1	3.2544804	1525	16	TRUE	FALSE	TRUE	FALSE	2
heet/adj/parool_20040423_06/124/R1	heet/adj/parool_20040423_06/124	R1	dan	comparative	dan/comparative	dan	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R2	heet/adj/parool_20040423_06/124	R2	normaal	adj	normaal/adj	normaal	True	R	3	0.049173225	53863	23	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R3	heet/adj/parool_20040423_06/124	R3	,	punct	,/punct	,	True	R	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R4	heet/adj/parool_20040423_06/124	R4	waardoor	pp	waardoor/pp	waardoor	True	R	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R5	heet/adj/parool_20040423_06/124	R5	je	pron	je/pron	je	True	R	6	0.07218008	1142105	500	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R6	heet/adj/parool_20040423_06/124	R6	allemaal	adv	allemaal/adv	allemaal	True	R	7	-0.58041507	127360	29	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R7	heet/adj/parool_20040423_06/124	R7	blauw_gradatie	noun	blauw_gradatie/noun	blauwgradaties	True	R	8	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	1
heet/adj/parool_20040423_06/124/R8	heet/adj/parool_20040423_06/124	R8	krijg	verb	krijg/verb	krijgt	True	R	9	-0.20437317	746610	246	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R9	heet/adj/parool_20040423_06/124	R9	.	punct	./punct	.	True	R	10	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R10	heet/adj/parool_20040423_06/124	R10	""""	punct	"""/punct"	""""	True	R	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R11	heet/adj/parool_20040423_06/124	R11	sentence_delimiter	none	none	</sentence>	none	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R12	heet/adj/parool_20040423_06/124	R12	sentence_delimiter	none	none	<sentence>	none	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R13	heet/adj/parool_20040423_06/124	R13	groot	adj	groot/adj	Grote	False	R	14	-0.30695066	774779	231	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R14	heet/adj/parool_20040423_06/124	R14	kans	noun	kans/noun	kans	False	R	15	-0.87212014	170934	29	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20040423_06/124/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L0	heet/adj/parool_19990709_77/189	L0	het	det	het/det	het	True	L	1	0.21922335	11650779	5881	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L1	heet/adj/parool_19990709_77/189	L1	op	prep	op/prep	Op	True	L	2	0.07248061	4502370	1959	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L2	heet/adj/parool_19990709_77/189	L2	sentence_delimiter	none	none	<sentence>	none	L	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L3	heet/adj/parool_19990709_77/189	L3	sentence_delimiter	none	none	</sentence>	none	L	4	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L4	heet/adj/parool_19990709_77/189	L4	.	punct	./punct	.	False	L	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L5	heet/adj/parool_19990709_77/189	L5	juich_toe	verb	juich_toe/verb	toegejuicht	False	L	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L6	heet/adj/parool_19990709_77/189	L6	hartstochtelijk	adj	hartstochtelijk/adj	hartstochtelijk	False	L	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L7	heet/adj/parool_19990709_77/189	L7	word	verb	word/verb	worden	False	L	8	0.44066927	3486710	2197	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L8	heet/adj/parool_19990709_77/189	L8	,	punct	,/punct	,	False	L	9	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L9	heet/adj/parool_19990709_77/189	L9	hang	verb	hang/verb	hangen	False	L	10	0.50509953	63915	43	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L10	heet/adj/parool_19990709_77/189	L10	reling	noun	reling/noun	reling	False	L	11	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L11	heet/adj/parool_19990709_77/189	L11	de	det	de/det	de	False	L	12	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L12	heet/adj/parool_19990709_77/189	L12	over	prep	over/prep	over	False	L	13	-0.08107386	1300877	486	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L13	heet/adj/parool_19990709_77/189	L13	kots	adj	kots/adj	kotsend	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L14	heet/adj/parool_19990709_77/189	L14	die	pron	die/pron	die	False	L	15	-0.18750222	2519801	852	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R0	heet/adj/parool_19990709_77/189	R0	strand	noun	strand/noun	strand	True	R	1	1.6716467000000002	15375	33	TRUE	TRUE	TRUE	FALSE	3
heet/adj/parool_19990709_77/189/R1	heet/adj/parool_19990709_77/189	R1	volg	verb	volg/verb	volgt	True	R	2	-0.27232954	152227	47	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R2	heet/adj/parool_19990709_77/189	R2	een	det	een/det	een	True	R	3	0.21254325	11075723	5562	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R3	heet/adj/parool_19990709_77/189	R3	estafette	noun	estafette/noun	estafette	True	R	4	1.1394973999999998	794	1	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R4	heet/adj/parool_19990709_77/189	R4	.	punct	./punct	.	True	R	5	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R5	heet/adj/parool_19990709_77/189	R5	sentence_delimiter	none	none	</sentence>	none	R	6	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R6	heet/adj/parool_19990709_77/189	R6	sentence_delimiter	none	none	<sentence>	none	R	7	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R7	heet/adj/parool_19990709_77/189	R7	een	det	een/det	Een	False	R	8	0.21254325	11075723	5562	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R8	heet/adj/parool_19990709_77/189	R8	jongen	noun	jongen/noun	jongen	False	R	9	-0.24314663	91223	29	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R9	heet/adj/parool_19990709_77/189	R9	ren	verb	ren/verb	rent	False	R	10	1.2221982	5797	8	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R10	heet/adj/parool_19990709_77/189	R10	naar	prep	naar/prep	naar	False	R	11	-0.030210095	1512452	594	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R11	heet/adj/parool_19990709_77/189	R11	een	det	een/det	een	False	R	12	0.21254325	11075723	5562	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R12	heet/adj/parool_19990709_77/189	R12	meisje	noun	meisje/noun	meisje	False	R	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R13	heet/adj/parool_19990709_77/189	R13	,	punct	,/punct	,	False	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R14	heet/adj/parool_19990709_77/189	R14	maak	verb	maak/verb	maakt	False	R	15	-0.22297354	801559	260	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990709_77/189/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L0	heet/adj/parool_19990828_73/178	L0	in	prep	in/prep	in	True	L	1	0.24172923	9492181	4889	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L1	heet/adj/parool_19990828_73/178	L1	alleen	adv	alleen/adv	alleen	True	L	2	-0.25483862	266562	84	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L2	heet/adj/parool_19990828_73/178	L2	gedij	verb	gedij/verb	gedijen	True	L	3	1.7419740000000001	1729	4	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L3	heet/adj/parool_19990828_73/178	L3	malaria	noun	malaria/noun	malaria	True	L	4	2.0930836	1224	4	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L4	heet/adj/parool_19990828_73/178	L4	als	prep	als/prep	als	True	L	5	-0.04124701	1263756	493	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L5	heet/adj/parool_19990828_73/178	L5	ziekte	noun	ziekte/noun	ziekten	True	L	6	-0.5317850000000001	33580	8	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L6	heet/adj/parool_19990828_73/178	L6	allerlei	det	allerlei/det	Allerlei	True	L	7	-0.782795	37558	7	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L7	heet/adj/parool_19990828_73/178	L7	sentence_delimiter	none	none	<sentence>	none	L	8	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L8	heet/adj/parool_19990828_73/178	L8	sentence_delimiter	none	none	</sentence>	none	L	9	NA	NA	NA	FALSE	FALSE	TRUE	FALSE	1
heet/adj/parool_19990828_73/178/L9	heet/adj/parool_19990828_73/178	L9	.	punct	./punct	.	False	L	10	NA	NA	NA	FALSE	FALSE	TRUE	FALSE	1
heet/adj/parool_19990828_73/178/L10	heet/adj/parool_19990828_73/178	L10	evenaar	noun	evenaar/noun	evenaar	False	L	11	NA	NA	NA	FALSE	FALSE	TRUE	FALSE	1
heet/adj/parool_19990828_73/178/L11	heet/adj/parool_19990828_73/178	L11	de	det	de/det	de	False	L	12	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L12	heet/adj/parool_19990828_73/178	L12	rond	prep	rond/prep	rond	False	L	13	0.3836053	146554	87	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L13	heet/adj/parool_19990828_73/178	L13	dan	comparative	dan/comparative	dan	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L14	heet/adj/parool_19990828_73/178	L14	meer	det	meer/det	meer	False	L	15	-0.35496843	264661	75	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R0	heet/adj/parool_19990828_73/178	R0	klimaat	noun	klimaat/noun	klimaten	True	R	1	2.4854991	10669	52	TRUE	TRUE	TRUE	FALSE	3
heet/adj/parool_19990828_73/178/R1	heet/adj/parool_19990828_73/178	R1	-	punct	-/punct	-	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R2	heet/adj/parool_19990828_73/178	R2	niets	noun	niets/noun	niets	True	R	3	-0.12869304	210486	75	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R3	heet/adj/parool_19990828_73/178	R3	ben	verb	ben/verb	is	True	R	4	0.16841711	9938754	4769	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R4	heet/adj/parool_19990828_73/178	R4	zo	adv	zo/adv	zo	True	R	5	0.74730885	748301	643	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R5	heet/adj/parool_19990828_73/178	R5	goed	adj	goed/adj	goed	True	R	6	-0.1931463	987502	330	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R6	heet/adj/parool_19990828_73/178	R6	voor	prep	voor/prep	voor	True	R	7	-0.10629398	3806927	1383	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R7	heet/adj/parool_19990828_73/178	R7	de	det	de/det	de	True	R	8	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R8	heet/adj/parool_19990828_73/178	R8	gezondheid	noun	gezondheid/noun	gezondheid	True	R	9	-0.48142362	16075	4	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R9	heet/adj/parool_19990828_73/178	R9	als	prep	als/prep	als	True	R	10	-0.04124701	1263756	493	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R10	heet/adj/parool_19990828_73/178	R10	een	det	een/det	een	True	R	11	0.21254325	11075723	5562	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R11	heet/adj/parool_19990828_73/178	R11	jaarlijks	adj	jaarlijks/adj	jaarlijkse	True	R	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R12	heet/adj/parool_19990828_73/178	R12	winter	noun	winter/noun	winter	True	R	13	2.264321	16704	65	FALSE	TRUE	FALSE	FALSE	1
heet/adj/parool_19990828_73/178/R13	heet/adj/parool_19990828_73/178	R13	.	punct	./punct	.	True	R	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R14	heet/adj/parool_19990828_73/178	R14	sentence_delimiter	none	none	</sentence>	none	R	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_19990828_73/178/R15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011020_141/855/L0	heet/adj/parool_20011020_141/855	L0	het	det	het/det	het	True	L	1	0.21922335	11650779	5881	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011020_141/855/L1	heet/adj/parool_20011020_141/855	L1	met	prep	met/prep	met	True	L	2	0.10158957	4230163	1900	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011020_141/855/L2	heet/adj/parool_20011020_141/855	L2	kerk	noun	kerk/noun	kerk	True	L	3	-0.33824214	45092	13	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011020_141/855/L3	heet/adj/parool_20011020_141/855	L3	de	det	de/det	de	True	L	4	0.14649855	28074105	13172	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011020_141/855/L4	heet/adj/parool_20011020_141/855	L4	probeer	verb	probeer/verb	geprobeerd	True	L	5	0.015570495	150013	62	FALSE	FALSE	FALSE	FALSE	0
heet/adj/parool_20011020_141/855/L5	heet/adj/parool_20011020_141/855	L5	ben	verb	ben/verb	is	True	L	6	0.16841711	9938754	4769	FALSE	FALSE	FALSE	FALSE	0
