_id	_cws.hoopvol.foc10.nav.weight.bound	_count.hoopvol.foc10.nav.weight.bound	_cws.hoopvol.foc10.nav.selection.bound	_count.hoopvol.foc10.nav.selection.bound	_cws.hoopvol.foc10.nav.no.bound	_count.hoopvol.foc10.nav.no.bound	_cws.hoopvol.foc10.all.weight.bound	_count.hoopvol.foc10.all.weight.bound	_cws.hoopvol.foc10.all.selection.bound	_count.hoopvol.foc10.all.selection.bound	_cws.hoopvol.foc10.all.no.bound	_count.hoopvol.foc10.all.no.bound	_cws.hoopvol.foc5.nav.weight.bound	_count.hoopvol.foc5.nav.weight.bound	_cws.hoopvol.foc5.nav.selection.bound	_count.hoopvol.foc5.nav.selection.bound	_cws.hoopvol.foc5.nav.no.bound	_count.hoopvol.foc5.nav.no.bound	_cws.hoopvol.foc5.all.weight.bound	_count.hoopvol.foc5.all.weight.bound	_cws.hoopvol.foc5.all.selection.bound	_count.hoopvol.foc5.all.selection.bound	_cws.hoopvol.foc5.all.no.bound	_count.hoopvol.foc5.all.no.bound
hoopvol/adj/volkskrant_20001014_73/456	ben/verb;conflict/noun;oplossing/noun	3	ben/verb;conflict/noun;oplossing/noun	3	ben/verb;conflict/noun;oplossing/noun	3	ben/verb;conflict/noun;dit/det;een/det;oplossing/noun;over/prep;voor/prep	7	ben/verb;conflict/noun;dit/det;een/det;oplossing/noun;over/prep;voor/prep	7	ben/verb;conflict/noun;dit/det;een/det;oplossing/noun;over/prep;voor/prep	7	ben/verb;oplossing/noun	2	ben/verb;oplossing/noun	2	ben/verb;oplossing/noun	2	ben/verb;dit/det;een/det;oplossing/noun;over/prep;voor/prep	6	ben/verb;dit/det;een/det;oplossing/noun;over/prep;voor/prep	6	ben/verb;dit/det;een/det;oplossing/noun;over/prep;voor/prep	6
hoopvol/adj/volkskrant_20000429_6/103	ben/verb;oorsprong/noun;stijg/adj	3	ben/verb;oorsprong/noun;stijg/adj	3	ben/verb;oorsprong/noun;stijg/adj	3	ben/verb;de/det;het/det;oorsprong/noun;over/prep;stijg/adj	6	ben/verb;de/det;het/det;oorsprong/noun;over/prep;stijg/adj	6	ben/verb;de/det;het/det;oorsprong/noun;over/prep;stijg/adj	6	ben/verb;oorsprong/noun	2	ben/verb;oorsprong/noun	2	ben/verb;oorsprong/noun	2	ben/verb;het/det;oorsprong/noun	3	ben/verb;het/det;oorsprong/noun	3	ben/verb;het/det;oorsprong/noun	3
hoopvol/adj/volkskrant_19991217_146/100	Amerikaans/adj;auteur/noun;ben/verb;geliefd/adj;stem/verb;vrees/verb	6	Amerikaans/adj;auteur/noun;ben/verb;geliefd/adj;stem/verb;vrees/verb	6	Amerikaans/adj;auteur/noun;ben/verb;geliefd/adj;stem/verb;vrees/verb	6	Amerikaans/adj;auteur/noun;ben/verb;geliefd/adj;stem/verb;vrees/verb	6	Amerikaans/adj;auteur/noun;ben/verb;geliefd/adj;stem/verb;vrees/verb	6	Amerikaans/adj;auteur/noun;ben/verb;geliefd/adj;stem/verb;vrees/verb	6	ben/verb;stem/verb;vrees/verb	3	ben/verb;stem/verb;vrees/verb	3	ben/verb;stem/verb;vrees/verb	3	ben/verb;stem/verb;vrees/verb	3	ben/verb;stem/verb;vrees/verb	3	ben/verb;stem/verb;vrees/verb	3
hoopvol/adj/volkskrant_19990102_73/464	complicatie/noun;voorzitter/noun;waarschuw/verb	3	complicatie/noun;voorzitter/noun;waarschuw/verb	3	complicatie/noun;voorzitter/noun;waarschuw/verb	3	complicatie/noun;de/det;het/det;voor/prep;voorzitter/noun;waarschuw/verb	6	complicatie/noun;de/det;het/det;voor/prep;voorzitter/noun;waarschuw/verb	6	complicatie/noun;de/det;het/det;voor/prep;voorzitter/noun;waarschuw/verb	6	complicatie/noun;waarschuw/verb	2	complicatie/noun;waarschuw/verb	2	complicatie/noun;waarschuw/verb	2	complicatie/noun;het/det;voor/prep;waarschuw/verb	4	complicatie/noun;het/det;voor/prep;waarschuw/verb	4	complicatie/noun;het/det;voor/prep;waarschuw/verb	4
hoopvol/adj/volkskrant_20020727_128/756	blik/verb;periode/noun	2	blik/verb;periode/noun	2	blik/verb;periode/noun	2	alweer/adv;blik/verb;de/det;na/prep;naar/prep;periode/noun;vooruit/adv	7	alweer/adv;blik/verb;de/det;na/prep;naar/prep;periode/noun;vooruit/adv	7	alweer/adv;blik/verb;de/det;na/prep;naar/prep;periode/noun;vooruit/adv	7	blik/verb	1	blik/verb	1	blik/verb	1	alweer/adv;blik/verb;naar/prep;vooruit/adv	4	alweer/adv;blik/verb;naar/prep;vooruit/adv	4	alweer/adv;blik/verb;naar/prep;vooruit/adv	4
hoopvol/adj/volkskrant_19990605_158/293	ben/verb;het/noun;lichting/noun;natuurlijk/adj;onervaren/adj	5	ben/verb;het/noun;lichting/noun;natuurlijk/adj;onervaren/adj	5	ben/verb;het/noun;lichting/noun;natuurlijk/adj;onervaren/adj	5	al/adv;ben/verb;de/det;het/noun;lichting/noun;natuurlijk/adj;onervaren/adj	7	al/adv;ben/verb;de/det;het/noun;lichting/noun;natuurlijk/adj;onervaren/adj	7	al/adv;ben/verb;de/det;het/noun;lichting/noun;natuurlijk/adj;onervaren/adj	7	ben/verb;het/noun;natuurlijk/adj;onervaren/adj	4	ben/verb;het/noun;natuurlijk/adj;onervaren/adj	4	ben/verb;het/noun;natuurlijk/adj;onervaren/adj	4	ben/verb;de/det;het/noun;natuurlijk/adj;onervaren/adj	5	ben/verb;de/det;het/noun;natuurlijk/adj;onervaren/adj	5	ben/verb;de/det;het/noun;natuurlijk/adj;onervaren/adj	5
hoopvol/adj/volkskrant_20030613_105/160	dekolonisatie/noun;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	5	dekolonisatie/noun;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	5	dekolonisatie/noun;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	5	de/det;dekolonisatie/noun;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	6	de/det;dekolonisatie/noun;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	6	de/det;dekolonisatie/noun;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	6	gericht/adj;natie/noun;nieuw/adj;toekomst/noun	4	gericht/adj;natie/noun;nieuw/adj;toekomst/noun	4	gericht/adj;natie/noun;nieuw/adj;toekomst/noun	4	de/det;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	5	de/det;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	5	de/det;gericht/adj;natie/noun;nieuw/adj;toekomst/noun	5
hoopvol/adj/volkskrant_20001117_141/609	bang/adj;ben/verb;doe_toe/verb;strohalm/noun;twijfel/verb	5	bang/adj;ben/verb;doe_toe/verb;strohalm/noun;twijfel/verb	5	bang/adj;ben/verb;doe_toe/verb;strohalm/noun;twijfel/verb	5	bang/adj;ben/verb;doe_toe/verb;er/adv;strohalm/noun;twijfel/verb;wat/pron	7	bang/adj;ben/verb;doe_toe/verb;er/adv;strohalm/noun;twijfel/verb;wat/pron	7	bang/adj;ben/verb;doe_toe/verb;er/adv;strohalm/noun;twijfel/verb;wat/pron	7	doe_toe/verb;strohalm/noun	2	doe_toe/verb;strohalm/noun	2	doe_toe/verb;strohalm/noun	2	doe_toe/verb;er/adv;strohalm/noun	3	doe_toe/verb;er/adv;strohalm/noun	3	doe_toe/verb;er/adv;strohalm/noun	3
hoopvol/adj/volkskrant_20010825_132/1939	coöperatie/noun;probeer/verb;rots/noun	3	coöperatie/noun;probeer/verb;rots/noun	3	coöperatie/noun;probeer/verb;rots/noun	3	coöperatie/noun;de/det;probeer/verb;rots/noun;wat/pron	5	coöperatie/noun;de/det;probeer/verb;rots/noun;wat/pron	5	coöperatie/noun;de/det;probeer/verb;rots/noun;wat/pron	5	coöperatie/noun;rots/noun	2	coöperatie/noun;rots/noun	2	coöperatie/noun;rots/noun	2	coöperatie/noun;rots/noun;wat/pron	3	coöperatie/noun;rots/noun;wat/pron	3	coöperatie/noun;rots/noun;wat/pron	3
hoopvol/adj/volkskrant_20010605_84/101	anti_climax/noun;ben/verb;buis/noun;volg/adj	4	anti_climax/noun;ben/verb;buis/noun;volg/adj	4	anti_climax/noun;ben/verb;buis/noun;volg/adj	4	anti_climax/noun;ben/verb;buis/noun;de/det;dus/adv;opnieuw/adv;volg/adj;voor/prep	8	anti_climax/noun;ben/verb;buis/noun;de/det;dus/adv;opnieuw/adv;volg/adj;voor/prep	8	anti_climax/noun;ben/verb;buis/noun;de/det;dus/adv;opnieuw/adv;volg/adj;voor/prep	8	buis/noun;volg/adj	2	buis/noun;volg/adj	2	buis/noun;volg/adj	2	buis/noun;opnieuw/adv;volg/adj;voor/prep	4	buis/noun;opnieuw/adv;volg/adj;voor/prep	4	buis/noun;opnieuw/adv;volg/adj;voor/prep	4
hoopvol/adj/volkskrant_19991223_66/913	ben/verb;concreet/adj;getal/noun;goed/adj;uitdrukking/noun;veelzeggend/adj;verwachting/noun	7	ben/verb;concreet/adj;getal/noun;goed/adj;uitdrukking/noun;veelzeggend/adj;verwachting/noun	7	ben/verb;concreet/adj;getal/noun;goed/adj;uitdrukking/noun;veelzeggend/adj;verwachting/noun	7	ben/verb;concreet/adj;de/det;een/det;getal/noun;goed/adj;soms/adv;uitdrukking/noun;veelzeggend/adj;verwachting/noun;zeer/adv	11	ben/verb;concreet/adj;de/det;een/det;getal/noun;goed/adj;soms/adv;uitdrukking/noun;veelzeggend/adj;verwachting/noun;zeer/adv	11	ben/verb;concreet/adj;de/det;een/det;getal/noun;goed/adj;soms/adv;uitdrukking/noun;veelzeggend/adj;verwachting/noun;zeer/adv	11	getal/noun;goed/adj;veelzeggend/adj;verwachting/noun	4	getal/noun;goed/adj;veelzeggend/adj;verwachting/noun	4	getal/noun;goed/adj;veelzeggend/adj;verwachting/noun	4	de/det;een/det;getal/noun;goed/adj;veelzeggend/adj;verwachting/noun	6	de/det;een/det;getal/noun;goed/adj;veelzeggend/adj;verwachting/noun	6	de/det;een/det;getal/noun;goed/adj;veelzeggend/adj;verwachting/noun	6
hoopvol/adj/volkskrant_20020307_176/822	beloof/verb;ben/verb;film/noun;luchtig/adj;regisseur/noun;volg/adj	6	beloof/verb;ben/verb;film/noun;luchtig/adj;regisseur/noun;volg/adj	6	beloof/verb;ben/verb;film/noun;luchtig/adj;regisseur/noun;volg/adj	6	beloof/verb;ben/verb;de/det;film/noun;iets/adv;luchtig/adj;nog/adv;regisseur/noun;volg/adj	9	beloof/verb;ben/verb;de/det;film/noun;iets/adv;luchtig/adj;nog/adv;regisseur/noun;volg/adj	9	beloof/verb;ben/verb;de/det;film/noun;iets/adv;luchtig/adj;nog/adv;regisseur/noun;volg/adj	9	ben/verb;film/noun;luchtig/adj;volg/adj	4	ben/verb;film/noun;luchtig/adj;volg/adj	4	ben/verb;film/noun;luchtig/adj;volg/adj	4	ben/verb;film/noun;iets/adv;luchtig/adj;nog/adv;volg/adj	6	ben/verb;film/noun;iets/adv;luchtig/adj;nog/adv;volg/adj	6	ben/verb;film/noun;iets/adv;luchtig/adj;nog/adv;volg/adj	6
hoopvol/adj/volkskrant_20030916_48/405	klink/verb;nieuw/adj;tegelijk/adj;wereld_orde/noun	4	klink/verb;nieuw/adj;tegelijk/adj;wereld_orde/noun	4	klink/verb;nieuw/adj;tegelijk/adj;wereld_orde/noun	4	alom/adv;een/det;het/det;klink/verb;nieuw/adj;tegelijk/adj;wereld_orde/noun	7	alom/adv;een/det;het/det;klink/verb;nieuw/adj;tegelijk/adj;wereld_orde/noun	7	alom/adv;een/det;het/det;klink/verb;nieuw/adj;tegelijk/adj;wereld_orde/noun	7	klink/verb	1	klink/verb	1	klink/verb	1	alom/adv;het/det;klink/verb	3	alom/adv;het/det;klink/verb	3	alom/adv;het/det;klink/verb	3
hoopvol/adj/volkskrant_20011004_146/208	ben/verb;feest_stemming/noun;tekenend/adj;verwachting/noun	4	ben/verb;feest_stemming/noun;tekenend/adj;verwachting/noun	4	ben/verb;feest_stemming/noun;tekenend/adj;verwachting/noun	4	ben/verb;de/det;deze/det;feest_stemming/noun;tekenend/adj;verwachting/noun;voor/prep	7	ben/verb;de/det;deze/det;feest_stemming/noun;tekenend/adj;verwachting/noun;voor/prep	7	ben/verb;de/det;deze/det;feest_stemming/noun;tekenend/adj;verwachting/noun;voor/prep	7	ben/verb;feest_stemming/noun;tekenend/adj;verwachting/noun	4	ben/verb;feest_stemming/noun;tekenend/adj;verwachting/noun	4	ben/verb;feest_stemming/noun;tekenend/adj;verwachting/noun	4	ben/verb;de/det;deze/det;feest_stemming/noun;tekenend/adj;verwachting/noun;voor/prep	7	ben/verb;de/det;deze/det;feest_stemming/noun;tekenend/adj;verwachting/noun;voor/prep	7	ben/verb;de/det;deze/det;feest_stemming/noun;tekenend/adj;verwachting/noun;voor/prep	7
hoopvol/adj/volkskrant_20000902_129/91	constatering/noun;noem/verb;wond/noun	3	constatering/noun;noem/verb;wond/noun	3	constatering/noun;noem/verb;wond/noun	3	constatering/noun;de/det;gistermorgen/adv;hij/pron;noem/verb;over/prep;wond/noun	7	constatering/noun;de/det;gistermorgen/adv;hij/pron;noem/verb;over/prep;wond/noun	7	constatering/noun;de/det;gistermorgen/adv;hij/pron;noem/verb;over/prep;wond/noun	7	constatering/noun;noem/verb	2	constatering/noun;noem/verb	2	constatering/noun;noem/verb	2	constatering/noun;hij/pron;noem/verb	3	constatering/noun;hij/pron;noem/verb	3	constatering/noun;hij/pron;noem/verb	3
hoopvol/adj/volkskrant_20031108_145/182	erg/adj;nabij/adj;toekomst/noun;toon/verb	4	erg/adj;nabij/adj;toekomst/noun;toon/verb	4	erg/adj;nabij/adj;toekomst/noun;toon/verb	4	de/det;erg/adj;nabij/adj;over/prep;toekomst/noun;toon/verb	6	de/det;erg/adj;nabij/adj;over/prep;toekomst/noun;toon/verb	6	de/det;erg/adj;nabij/adj;over/prep;toekomst/noun;toon/verb	6	erg/adj;toon/verb	2	erg/adj;toon/verb	2	erg/adj;toon/verb	2	erg/adj;toon/verb	2	erg/adj;toon/verb	2	erg/adj;toon/verb	2
hoopvol/adj/volkskrant_20030712_98/83	aangeschaft/adj;gekregen/adj;maand/noun;roman/noun;verjaar_dag/noun	5	aangeschaft/adj;gekregen/adj;maand/noun;roman/noun;verjaar_dag/noun	5	aangeschaft/adj;gekregen/adj;maand/noun;roman/noun;verjaar_dag/noun	5	aangeschaft/adj;al/adv;de/det;een/det;gekregen/adj;maand/noun;misschien/adv;roman/noun;verjaar_dag/noun;voor/prep	10	aangeschaft/adj;al/adv;de/det;een/det;gekregen/adj;maand/noun;misschien/adv;roman/noun;verjaar_dag/noun;voor/prep	10	aangeschaft/adj;al/adv;de/det;een/det;gekregen/adj;maand/noun;misschien/adv;roman/noun;verjaar_dag/noun;voor/prep	10	aangeschaft/adj;maand/noun	2	aangeschaft/adj;maand/noun	2	aangeschaft/adj;maand/noun	2	aangeschaft/adj;al/adv;de/det;een/det;maand/noun;misschien/adv;voor/prep	7	aangeschaft/adj;al/adv;de/det;een/det;maand/noun;misschien/adv;voor/prep	7	aangeschaft/adj;al/adv;de/det;een/det;maand/noun;misschien/adv;voor/prep	7
hoopvol/adj/volkskrant_20000219_129/517	blijf/verb;student/noun;zeg/verb	3	blijf/verb;student/noun;zeg/verb	3	blijf/verb;student/noun;zeg/verb	3	blijf/verb;een/det;student/noun;zeg/verb	4	blijf/verb;een/det;student/noun;zeg/verb	4	blijf/verb;een/det;student/noun;zeg/verb	4	student/noun;zeg/verb	2	student/noun;zeg/verb	2	student/noun;zeg/verb	2	een/det;student/noun;zeg/verb	3	een/det;student/noun;zeg/verb	3	een/det;student/noun;zeg/verb	3
hoopvol/adj/volkskrant_20040601_127/195	generatie/noun;inbreng/noun;mag/verb;nieuw/adj;stem/verb	5	generatie/noun;inbreng/noun;mag/verb;nieuw/adj;stem/verb	5	generatie/noun;inbreng/noun;mag/verb;nieuw/adj;stem/verb	5	de/det;een/det;generatie/noun;inbreng/noun;mag/verb;nieuw/adj;stem/verb	7	de/det;een/det;generatie/noun;inbreng/noun;mag/verb;nieuw/adj;stem/verb	7	de/det;een/det;generatie/noun;inbreng/noun;mag/verb;nieuw/adj;stem/verb	7	generatie/noun;mag/verb;nieuw/adj;stem/verb	4	generatie/noun;mag/verb;nieuw/adj;stem/verb	4	generatie/noun;mag/verb;nieuw/adj;stem/verb	4	een/det;generatie/noun;mag/verb;nieuw/adj;stem/verb	5	een/det;generatie/noun;mag/verb;nieuw/adj;stem/verb	5	een/det;generatie/noun;mag/verb;nieuw/adj;stem/verb	5
hoopvol/adj/volkskrant_19991228_67/683	nieuw/adj;onderhandeling/noun;zie_uit/verb	3	nieuw/adj;onderhandeling/noun;zie_uit/verb	3	nieuw/adj;onderhandeling/noun;zie_uit/verb	3	een/det;nieuw/adj;onderhandeling/noun;uit/part;voor/prep;zie_uit/verb;zo/adv	7	een/det;nieuw/adj;onderhandeling/noun;uit/part;voor/prep;zie_uit/verb;zo/adv	7	een/det;nieuw/adj;onderhandeling/noun;uit/part;voor/prep;zie_uit/verb;zo/adv	7	nieuw/adj	1	nieuw/adj	1	nieuw/adj	1	een/det;nieuw/adj;voor/prep;zo/adv	4	een/det;nieuw/adj;voor/prep;zo/adv	4	een/det;nieuw/adj;voor/prep;zo/adv	4
hoopvol/adj/volkskrant_20020812_100/8	actie_held/noun;ben/verb;film/noun;nieuw/adj;ondertitel/noun	5	actie_held/noun;ben/verb;film/noun;nieuw/adj;ondertitel/noun	5	actie_held/noun;ben/verb;film/noun;nieuw/adj;ondertitel/noun	5	actie_held/noun;ben/verb;de/det;een/det;film/noun;nieuw/adj;ondertitel/noun	7	actie_held/noun;ben/verb;de/det;een/det;film/noun;nieuw/adj;ondertitel/noun	7	actie_held/noun;ben/verb;de/det;een/det;film/noun;nieuw/adj;ondertitel/noun	7	ben/verb;film/noun;ondertitel/noun	3	ben/verb;film/noun;ondertitel/noun	3	ben/verb;film/noun;ondertitel/noun	3	ben/verb;de/det;film/noun;ondertitel/noun	4	ben/verb;de/det;film/noun;ondertitel/noun	4	ben/verb;de/det;film/noun;ondertitel/noun	4
hoopvol/adj/volkskrant_20001014_179/351	jeugd/noun;woordvoerder/noun;zeg/verb	3	jeugd/noun;woordvoerder/noun;zeg/verb	3	jeugd/noun;woordvoerder/noun;zeg/verb	3	de/det;een/det;jeugd/noun;woordvoerder/noun;zeg/verb	5	de/det;een/det;jeugd/noun;woordvoerder/noun;zeg/verb	5	de/det;een/det;jeugd/noun;woordvoerder/noun;zeg/verb	5	woordvoerder/noun	1	woordvoerder/noun	1	woordvoerder/noun	1	de/det;een/det;woordvoerder/noun	3	de/det;een/det;woordvoerder/noun	3	de/det;een/det;woordvoerder/noun	3
hoopvol/adj/volkskrant_20020227_74/45	kroon_prins/noun;noem/verb;teken/noun;telefoon_gesprek/noun	4	kroon_prins/noun;noem/verb;teken/noun;telefoon_gesprek/noun	4	kroon_prins/noun;noem/verb;teken/noun;telefoon_gesprek/noun	4	de/det;diens/det;een/det;het/det;kroon_prins/noun;noem/verb;teken/noun;telefoon_gesprek/noun	8	de/det;diens/det;een/det;het/det;kroon_prins/noun;noem/verb;teken/noun;telefoon_gesprek/noun	8	de/det;diens/det;een/det;het/det;kroon_prins/noun;noem/verb;teken/noun;telefoon_gesprek/noun	8	noem/verb;teken/noun	2	noem/verb;teken/noun	2	noem/verb;teken/noun	2	een/det;het/det;noem/verb;teken/noun	4	een/det;het/det;noem/verb;teken/noun	4	een/det;het/det;noem/verb;teken/noun	4
hoopvol/adj/parool_20001202_84/401	erg/adj;stem/verb	2	erg/adj;stem/verb	2	erg/adj;stem/verb	2	erg/adj;ook/adv;stem/verb	3	erg/adj;ook/adv;stem/verb	3	erg/adj;ook/adv;stem/verb	3	erg/adj;stem/verb	2	erg/adj;stem/verb	2	erg/adj;stem/verb	2	erg/adj;ook/adv;stem/verb	3	erg/adj;ook/adv;stem/verb	3	erg/adj;ook/adv;stem/verb	3
hoopvol/adj/parool_20000817_40/1793	het/noun;jas_DIM/noun;stem/verb	3	het/noun;jas_DIM/noun;stem/verb	3	het/noun;jas_DIM/noun;stem/verb	3	het/det;het/noun;jas_DIM/noun;stem/verb	4	het/det;het/noun;jas_DIM/noun;stem/verb	4	het/det;het/noun;jas_DIM/noun;stem/verb	4	het/noun;jas_DIM/noun;stem/verb	3	het/noun;jas_DIM/noun;stem/verb	3	het/noun;jas_DIM/noun;stem/verb	3	het/det;het/noun;jas_DIM/noun;stem/verb	4	het/det;het/noun;jas_DIM/noun;stem/verb	4	het/det;het/noun;jas_DIM/noun;stem/verb	4
hoopvol/adj/parool_19990809_22/616	blik/noun;feestganger/noun;zie/verb	3	blik/noun;feestganger/noun;zie/verb	3	blik/noun;feestganger/noun;zie/verb	3	blik/noun;de/det;feestganger/noun;ook/adv;zie/verb	5	blik/noun;de/det;feestganger/noun;ook/adv;zie/verb	5	blik/noun;de/det;feestganger/noun;ook/adv;zie/verb	5	blik/noun;feestganger/noun	2	blik/noun;feestganger/noun	2	blik/noun;feestganger/noun	2	blik/noun;de/det;feestganger/noun;ook/adv	4	blik/noun;de/det;feestganger/noun;ook/adv	4	blik/noun;de/det;feestganger/noun;ook/adv	4
hoopvol/adj/parool_20001125_7/93	herdershond/noun;kijk_op/verb	2	herdershond/noun;kijk_op/verb	2	herdershond/noun;kijk_op/verb	2	de/det;herdershond/noun;kijk_op/verb;naar/prep	4	de/det;herdershond/noun;kijk_op/verb;naar/prep	4	de/det;herdershond/noun;kijk_op/verb;naar/prep	4	herdershond/noun;kijk_op/verb	2	herdershond/noun;kijk_op/verb	2	herdershond/noun;kijk_op/verb	2	de/det;herdershond/noun;kijk_op/verb;naar/prep	4	de/det;herdershond/noun;kijk_op/verb;naar/prep	4	de/det;herdershond/noun;kijk_op/verb;naar/prep	4
hoopvol/adj/parool_20010307_44/455	belegging/noun;hevel_over/verb;internet_bedrijf/noun;nieuw/adj	4	belegging/noun;hevel_over/verb;internet_bedrijf/noun;nieuw/adj	4	belegging/noun;hevel_over/verb;internet_bedrijf/noun;nieuw/adj	4	belegging/noun;een/det;gedoopt/prep;hevel_over/verb;internet_bedrijf/noun;naar/prep;nieuw/adj	7	belegging/noun;een/det;gedoopt/prep;hevel_over/verb;internet_bedrijf/noun;naar/prep;nieuw/adj	7	belegging/noun;een/det;gedoopt/prep;hevel_over/verb;internet_bedrijf/noun;naar/prep;nieuw/adj	7	nieuw/adj	1	nieuw/adj	1	nieuw/adj	1	een/det;gedoopt/prep;naar/prep;nieuw/adj	4	een/det;gedoopt/prep;naar/prep;nieuw/adj	4	een/det;gedoopt/prep;naar/prep;nieuw/adj	4
hoopvol/adj/parool_19990306_77/340	klink/verb	1	klink/verb	1	klink/verb	1	het/det;klink/verb;nog/adv	3	het/det;klink/verb;nog/adv	3	het/det;klink/verb;nog/adv	3	klink/verb	1	klink/verb	1	klink/verb	1	het/det;klink/verb;nog/adv	3	het/det;klink/verb;nog/adv	3	het/det;klink/verb;nog/adv	3
hoopvol/adj/parool_20000803_64/386	ben/verb;zuidoosten/noun	2	ben/verb;zuidoosten/noun	2	ben/verb;zuidoosten/noun	2	ben/verb;de/det;het/det;hij/pron;zuidoosten/noun	5	ben/verb;de/det;het/det;hij/pron;zuidoosten/noun	5	ben/verb;de/det;het/det;hij/pron;zuidoosten/noun	5		0		0		0	de/det;het/det;hij/pron	3	de/det;het/det;hij/pron	3	de/det;het/det;hij/pron	3
hoopvol/adj/parool_20001102_24/332	aankondiging/noun;ben/verb;gelijktijdig/adj;leider/noun;teken/noun	5	aankondiging/noun;ben/verb;gelijktijdig/adj;leider/noun;teken/noun	5	aankondiging/noun;ben/verb;gelijktijdig/adj;leider/noun;teken/noun	5	aankondiging/noun;beide/det;ben/verb;de/det;een/det;gelijktijdig/adj;leider/noun;teken/noun	8	aankondiging/noun;beide/det;ben/verb;de/det;een/det;gelijktijdig/adj;leider/noun;teken/noun	8	aankondiging/noun;beide/det;ben/verb;de/det;een/det;gelijktijdig/adj;leider/noun;teken/noun	8	ben/verb;leider/noun;teken/noun	3	ben/verb;leider/noun;teken/noun	3	ben/verb;leider/noun;teken/noun	3	beide/det;ben/verb;de/det;een/det;leider/noun;teken/noun	6	beide/det;ben/verb;de/det;een/det;leider/noun;teken/noun	6	beide/det;ben/verb;de/det;een/det;leider/noun;teken/noun	6
hoopvol/adj/parool_20010802_57/291	rest/noun;weinig/adj;zie_uit/verb	3	rest/noun;weinig/adj;zie_uit/verb	3	rest/noun;weinig/adj;zie_uit/verb	3	de/det;dit/det;rest/noun;uit/part;weinig/adj;zie_uit/verb	6	de/det;dit/det;rest/noun;uit/part;weinig/adj;zie_uit/verb	6	de/det;dit/det;rest/noun;uit/part;weinig/adj;zie_uit/verb	6	weinig/adj;zie_uit/verb	2	weinig/adj;zie_uit/verb	2	weinig/adj;zie_uit/verb	2	dit/det;uit/part;weinig/adj;zie_uit/verb	4	dit/det;uit/part;weinig/adj;zie_uit/verb	4	dit/det;uit/part;weinig/adj;zie_uit/verb	4
hoopvol/adj/parool_20001021_128/669	ben/verb;concurrent/noun;denk/verb;luidruchtig/adj;min/adj	5	ben/verb;concurrent/noun;denk/verb;luidruchtig/adj;min/adj	5	ben/verb;concurrent/noun;denk/verb;luidruchtig/adj;min/adj	5	ben/verb;concurrent/noun;denk/verb;iets/adv;luidruchtig/adj;min/adj	6	ben/verb;concurrent/noun;denk/verb;iets/adv;luidruchtig/adj;min/adj	6	ben/verb;concurrent/noun;denk/verb;iets/adv;luidruchtig/adj;min/adj	6	luidruchtig/adj;min/adj	2	luidruchtig/adj;min/adj	2	luidruchtig/adj;min/adj	2	iets/adv;luidruchtig/adj;min/adj	3	iets/adv;luidruchtig/adj;min/adj	3	iets/adv;luidruchtig/adj;min/adj	3
hoopvol/adj/parool_20020523_107/619	ben/verb;geval/noun	2	ben/verb;geval/noun	2	ben/verb;geval/noun	2	ben/verb;elk/det;er/adv;geval/noun;zeer/adv	5	ben/verb;elk/det;er/adv;geval/noun;zeer/adv	5	ben/verb;elk/det;er/adv;geval/noun;zeer/adv	5		0		0		0	zeer/adv	1	zeer/adv	1	zeer/adv	1
hoopvol/adj/parool_20000113_47/496	dictator/noun;laat/adj;lijk/verb;moment/noun;terugkeer/noun	5	dictator/noun;laat/adj;lijk/verb;moment/noun;terugkeer/noun	5	dictator/noun;laat/adj;lijk/verb;moment/noun;terugkeer/noun	5	de/det;dictator/noun;gisteren/adv;het/det;laat/adj;lijk/verb;moment/noun;nog/adv;terugkeer/noun;wel/adv	10	de/det;dictator/noun;gisteren/adv;het/det;laat/adj;lijk/verb;moment/noun;nog/adv;terugkeer/noun;wel/adv	10	de/det;dictator/noun;gisteren/adv;het/det;laat/adj;lijk/verb;moment/noun;nog/adv;terugkeer/noun;wel/adv	10	dictator/noun;laat/adj;lijk/verb;moment/noun	4	dictator/noun;laat/adj;lijk/verb;moment/noun	4	dictator/noun;laat/adj;lijk/verb;moment/noun	4	de/det;dictator/noun;gisteren/adv;het/det;laat/adj;lijk/verb;moment/noun;nog/adv;wel/adv	9	de/det;dictator/noun;gisteren/adv;het/det;laat/adj;lijk/verb;moment/noun;nog/adv;wel/adv	9	de/det;dictator/noun;gisteren/adv;het/det;laat/adj;lijk/verb;moment/noun;nog/adv;wel/adv	9
