_id	_cws.geldig.foc10.nav.weight.bound	_count.geldig.foc10.nav.weight.bound	_cws.geldig.foc10.nav.selection.bound	_count.geldig.foc10.nav.selection.bound	_cws.geldig.foc10.nav.no.bound	_count.geldig.foc10.nav.no.bound	_cws.geldig.foc10.all.weight.bound	_count.geldig.foc10.all.weight.bound	_cws.geldig.foc10.all.selection.bound	_count.geldig.foc10.all.selection.bound	_cws.geldig.foc10.all.no.bound	_count.geldig.foc10.all.no.bound	_cws.geldig.foc5.nav.weight.bound	_count.geldig.foc5.nav.weight.bound	_cws.geldig.foc5.nav.selection.bound	_count.geldig.foc5.nav.selection.bound	_cws.geldig.foc5.nav.no.bound	_count.geldig.foc5.nav.no.bound	_cws.geldig.foc5.all.weight.bound	_count.geldig.foc5.all.weight.bound	_cws.geldig.foc5.all.selection.bound	_count.geldig.foc5.all.selection.bound	_cws.geldig.foc5.all.no.bound	_count.geldig.foc5.all.no.bound
geldig/adj/de_standaard_19990529_01_41/121	abonnement/noun;ben/verb;blijf/verb;frank/noun;huur_prijs/noun;lang/adj;maandelijks/adj	7	abonnement/noun;ben/verb;blijf/verb;frank/noun;huur_prijs/noun;lang/adj;maandelijks/adj	7	abonnement/noun;ben/verb;blijf/verb;frank/noun;huur_prijs/noun;lang/adj;maandelijks/adj	7	abonnement/noun;ben/verb;blijf/verb;een/det;frank/noun;huur_prijs/noun;lang/adj;maandelijks/adj;niet/adv;ook/adv	10	abonnement/noun;ben/verb;blijf/verb;een/det;frank/noun;huur_prijs/noun;lang/adj;maandelijks/adj;niet/adv;ook/adv	10	abonnement/noun;ben/verb;blijf/verb;een/det;frank/noun;huur_prijs/noun;lang/adj;maandelijks/adj;niet/adv;ook/adv	10	abonnement/noun;blijf/verb;huur_prijs/noun;lang/adj;maandelijks/adj	5	abonnement/noun;blijf/verb;huur_prijs/noun;lang/adj;maandelijks/adj	5	abonnement/noun;blijf/verb;huur_prijs/noun;lang/adj;maandelijks/adj	5	abonnement/noun;blijf/verb;een/det;huur_prijs/noun;lang/adj;maandelijks/adj	6	abonnement/noun;blijf/verb;een/det;huur_prijs/noun;lang/adj;maandelijks/adj	6	abonnement/noun;blijf/verb;een/det;huur_prijs/noun;lang/adj;maandelijks/adj	6
geldig/adj/de_standaard_20040529_01_150/90	actie/noun;gebruik/verb;licentie/noun;software/noun	4	actie/noun;gebruik/verb;licentie/noun;software/noun	4	actie/noun;gebruik/verb;licentie/noun;software/noun	4	actie/noun;die/pron;gebruik/verb;licentie/noun;software/noun;zonder/prep	6	actie/noun;die/pron;gebruik/verb;licentie/noun;software/noun;zonder/prep	6	actie/noun;die/pron;gebruik/verb;licentie/noun;software/noun;zonder/prep	6	gebruik/verb;licentie/noun;software/noun	3	gebruik/verb;licentie/noun;software/noun	3	gebruik/verb;licentie/noun;software/noun	3	die/pron;gebruik/verb;licentie/noun;software/noun;zonder/prep	5	die/pron;gebruik/verb;licentie/noun;software/noun;zonder/prep	5	die/pron;gebruik/verb;licentie/noun;software/noun;zonder/prep	5
geldig/adj/de_standaard_20001125_01_46/1639	geldig/adj;maand/noun;paspoort/noun;vertrek/noun	4	geldig/adj;maand/noun;paspoort/noun;vertrek/noun	4	geldig/adj;maand/noun;paspoort/noun;vertrek/noun	4	bij/prep;dat/pron;geldig/adj;maand/noun;nog/adv;paspoort/noun;vertrek/noun	7	bij/prep;dat/pron;geldig/adj;maand/noun;nog/adv;paspoort/noun;vertrek/noun	7	bij/prep;dat/pron;geldig/adj;maand/noun;nog/adv;paspoort/noun;vertrek/noun	7	paspoort/noun;vertrek/noun	2	paspoort/noun;vertrek/noun	2	paspoort/noun;vertrek/noun	2	bij/prep;dat/pron;paspoort/noun;vertrek/noun	4	bij/prep;dat/pron;paspoort/noun;vertrek/noun	4	bij/prep;dat/pron;paspoort/noun;vertrek/noun	4
geldig/adj/de_standaard_20020611_01_96/383	1/noun;2002/noun;2003/noun;31/noun;ben/verb;conventie/noun;juli/noun;maart/noun;procent/noun	9	1/noun;2002/noun;2003/noun;31/noun;ben/verb;conventie/noun;juli/noun;maart/noun;procent/noun	9	1/noun;2002/noun;2003/noun;31/noun;ben/verb;conventie/noun;juli/noun;maart/noun;procent/noun	9	1/noun;2002/noun;2003/noun;31/noun;ben/verb;conventie/noun;juli/noun;maart/noun;procent/noun;tot/prep	10	1/noun;2002/noun;2003/noun;31/noun;ben/verb;conventie/noun;juli/noun;maart/noun;procent/noun;tot/prep	10	1/noun;2002/noun;2003/noun;31/noun;ben/verb;conventie/noun;juli/noun;maart/noun;procent/noun;tot/prep	10	1/noun;2002/noun;ben/verb;conventie/noun;juli/noun	5	1/noun;2002/noun;ben/verb;conventie/noun;juli/noun	5	1/noun;2002/noun;ben/verb;conventie/noun;juli/noun	5	1/noun;2002/noun;ben/verb;conventie/noun;juli/noun;tot/prep	6	1/noun;2002/noun;ben/verb;conventie/noun;juli/noun;tot/prep	6	1/noun;2002/noun;ben/verb;conventie/noun;juli/noun;tot/prep	6
geldig/adj/de_standaard_19990607_01_49/660	ben/verb;geld/verb;persoonlijk/adj	3	ben/verb;geld/verb;persoonlijk/adj	3	ben/verb;geld/verb;persoonlijk/adj	3	ben/verb;geld/verb;ook/adv;persoonlijk/adj;voor/prep	5	ben/verb;geld/verb;ook/adv;persoonlijk/adj;voor/prep	5	ben/verb;geld/verb;ook/adv;persoonlijk/adj;voor/prep	5	ben/verb;geld/verb	2	ben/verb;geld/verb	2	ben/verb;geld/verb	2	ben/verb;geld/verb;ook/adv;voor/prep	4	ben/verb;geld/verb;ook/adv;voor/prep	4	ben/verb;geld/verb;ook/adv;voor/prep	4
geldig/adj/de_standaard_20020121_01_66/50	ben/verb;paspoort/noun	2	ben/verb;paspoort/noun	2	ben/verb;paspoort/noun	2	ben/verb;meer/adv;niet/adv;paspoort/noun	4	ben/verb;meer/adv;niet/adv;paspoort/noun	4	ben/verb;meer/adv;niet/adv;paspoort/noun	4	ben/verb;paspoort/noun	2	ben/verb;paspoort/noun	2	ben/verb;paspoort/noun	2	ben/verb;meer/adv;niet/adv;paspoort/noun	4	ben/verb;meer/adv;niet/adv;paspoort/noun	4	ben/verb;meer/adv;niet/adv;paspoort/noun	4
geldig/adj/de_standaard_20000317_01_72/245	blijf/verb;bod/noun;eind/noun;mei/noun	4	blijf/verb;bod/noun;eind/noun;mei/noun	4	blijf/verb;bod/noun;eind/noun;mei/noun	4	blijf/verb;bod/noun;eind/noun;mei/noun;tot/prep	5	blijf/verb;bod/noun;eind/noun;mei/noun;tot/prep	5	blijf/verb;bod/noun;eind/noun;mei/noun;tot/prep	5	blijf/verb;bod/noun;eind/noun;mei/noun	4	blijf/verb;bod/noun;eind/noun;mei/noun	4	blijf/verb;bod/noun;eind/noun;mei/noun	4	blijf/verb;bod/noun;eind/noun;mei/noun;tot/prep	5	blijf/verb;bod/noun;eind/noun;mei/noun;tot/prep	5	blijf/verb;bod/noun;eind/noun;mei/noun;tot/prep	5
geldig/adj/de_standaard_20031125_01_6/539	bestel/verb;blijf/verb;maand/noun;minimum/noun;moet/verb	5	bestel/verb;blijf/verb;maand/noun;minimum/noun;moet/verb	5	bestel/verb;blijf/verb;maand/noun;minimum/noun;moet/verb	5	bestel/verb;blijf/verb;maand/noun;minimum/noun;moet/verb;ze/pron	6	bestel/verb;blijf/verb;maand/noun;minimum/noun;moet/verb;ze/pron	6	bestel/verb;blijf/verb;maand/noun;minimum/noun;moet/verb;ze/pron	6	blijf/verb;maand/noun	2	blijf/verb;maand/noun	2	blijf/verb;maand/noun	2	blijf/verb;maand/noun;ze/pron	3	blijf/verb;maand/noun;ze/pron	3	blijf/verb;maand/noun;ze/pron	3
geldig/adj/de_standaard_20000214_01_9/566	aanklacht/noun;breng_over/verb;humanitair/adj;jaar/noun;juni/noun;maart/noun	6	aanklacht/noun;breng_over/verb;humanitair/adj;jaar/noun;juni/noun;maart/noun	6	aanklacht/noun;breng_over/verb;humanitair/adj;jaar/noun;juni/noun;maart/noun	6	aanklacht/noun;breng_over/verb;humanitair/adj;jaar/noun;juni/noun;maart/noun;nog/adv;tot/prep;volgens/prep;voor/prep;zonder/prep	11	aanklacht/noun;breng_over/verb;humanitair/adj;jaar/noun;juni/noun;maart/noun;nog/adv;tot/prep;volgens/prep;voor/prep;zonder/prep	11	aanklacht/noun;breng_over/verb;humanitair/adj;jaar/noun;juni/noun;maart/noun;nog/adv;tot/prep;volgens/prep;voor/prep;zonder/prep	11	aanklacht/noun;breng_over/verb;humanitair/adj	3	aanklacht/noun;breng_over/verb;humanitair/adj	3	aanklacht/noun;breng_over/verb;humanitair/adj	3	aanklacht/noun;breng_over/verb;humanitair/adj;volgens/prep;zonder/prep	5	aanklacht/noun;breng_over/verb;humanitair/adj;volgens/prep;zonder/prep	5	aanklacht/noun;breng_over/verb;humanitair/adj;volgens/prep;zonder/prep	5
geldig/adj/de_standaard_19990527_01_72/562	ben/verb;internationaal/adj;njet/noun;paspoort/noun;stuit/verb	5	ben/verb;internationaal/adj;njet/noun;paspoort/noun;stuit/verb	5	ben/verb;internationaal/adj;njet/noun;paspoort/noun;stuit/verb	5	ben/verb;een/det;internationaal/adj;meer/adv;niet/adv;njet/noun;overal/adv;paspoort/noun;stuit/verb	9	ben/verb;een/det;internationaal/adj;meer/adv;niet/adv;njet/noun;overal/adv;paspoort/noun;stuit/verb	9	ben/verb;een/det;internationaal/adj;meer/adv;niet/adv;njet/noun;overal/adv;paspoort/noun;stuit/verb	9	ben/verb;internationaal/adj;paspoort/noun	3	ben/verb;internationaal/adj;paspoort/noun	3	ben/verb;internationaal/adj;paspoort/noun	3	ben/verb;internationaal/adj;meer/adv;niet/adv;overal/adv;paspoort/noun	6	ben/verb;internationaal/adj;meer/adv;niet/adv;overal/adv;paspoort/noun	6	ben/verb;internationaal/adj;meer/adv;niet/adv;overal/adv;paspoort/noun	6
geldig/adj/de_standaard_20030314_01_136/170	17/noun;aanvaard/verb;aanvraag/noun;maart/noun;word/verb	5	17/noun;aanvaard/verb;aanvraag/noun;maart/noun;word/verb	5	17/noun;aanvaard/verb;aanvraag/noun;maart/noun;word/verb	5	17/noun;aanvaard/verb;aanvraag/noun;echter/adv;een/det;maart/noun;word/verb	7	17/noun;aanvaard/verb;aanvraag/noun;echter/adv;een/det;maart/noun;word/verb	7	17/noun;aanvaard/verb;aanvraag/noun;echter/adv;een/det;maart/noun;word/verb	7	aanvaard/verb;aanvraag/noun;word/verb	3	aanvaard/verb;aanvraag/noun;word/verb	3	aanvaard/verb;aanvraag/noun;word/verb	3	aanvaard/verb;aanvraag/noun;echter/adv;word/verb	4	aanvaard/verb;aanvraag/noun;echter/adv;word/verb	4	aanvaard/verb;aanvraag/noun;echter/adv;word/verb	4
geldig/adj/de_standaard_20001021_01_68/740	deelnemer/noun;ga_voor/adj;moet/verb;schrijf_in/verb;verloop/verb;wijze/noun	6	deelnemer/noun;ga_voor/adj;moet/verb;schrijf_in/verb;verloop/verb;wijze/noun	6	deelnemer/noun;ga_voor/adj;moet/verb;schrijf_in/verb;verloop/verb;wijze/noun	6	deelnemer/noun;een/det;elk/det;ga_voor/adj;moet/verb;schrijf_in/verb;verloop/verb;wijze/noun	8	deelnemer/noun;een/det;elk/det;ga_voor/adj;moet/verb;schrijf_in/verb;verloop/verb;wijze/noun	8	deelnemer/noun;een/det;elk/det;ga_voor/adj;moet/verb;schrijf_in/verb;verloop/verb;wijze/noun	8	deelnemer/noun;ga_voor/adj;schrijf_in/verb;wijze/noun	4	deelnemer/noun;ga_voor/adj;schrijf_in/verb;wijze/noun	4	deelnemer/noun;ga_voor/adj;schrijf_in/verb;wijze/noun	4	deelnemer/noun;een/det;elk/det;ga_voor/adj;schrijf_in/verb;wijze/noun	6	deelnemer/noun;een/det;elk/det;ga_voor/adj;schrijf_in/verb;wijze/noun	6	deelnemer/noun;een/det;elk/det;ga_voor/adj;schrijf_in/verb;wijze/noun	6
geldig/adj/de_standaard_20041204_01_153/771	stem/noun;tel/verb;uitgebracht/adj	3	stem/noun;tel/verb;uitgebracht/adj	3	stem/noun;tel/verb;uitgebracht/adj	3	dan/adv;niet/adv;stem/noun;tel/verb;uitgebracht/adj	5	dan/adv;niet/adv;stem/noun;tel/verb;uitgebracht/adj	5	dan/adv;niet/adv;stem/noun;tel/verb;uitgebracht/adj	5	stem/noun;tel/verb;uitgebracht/adj	3	stem/noun;tel/verb;uitgebracht/adj	3	stem/noun;tel/verb;uitgebracht/adj	3	dan/adv;niet/adv;stem/noun;tel/verb;uitgebracht/adj	5	dan/adv;niet/adv;stem/noun;tel/verb;uitgebracht/adj	5	dan/adv;niet/adv;stem/noun;tel/verb;uitgebracht/adj	5
geldig/adj/de_standaard_19991026_01_69/537	blijf/verb;handelaar/noun;sluit_af/verb;voorwaarde/noun	4	blijf/verb;handelaar/noun;sluit_af/verb;voorwaarde/noun	4	blijf/verb;handelaar/noun;sluit_af/verb;voorwaarde/noun	4	blijf/verb;handelaar/noun;sluit_af/verb;voorwaarde/noun;wel/adv	5	blijf/verb;handelaar/noun;sluit_af/verb;voorwaarde/noun;wel/adv	5	blijf/verb;handelaar/noun;sluit_af/verb;voorwaarde/noun;wel/adv	5	blijf/verb;voorwaarde/noun	2	blijf/verb;voorwaarde/noun	2	blijf/verb;voorwaarde/noun	2	blijf/verb;voorwaarde/noun;wel/adv	3	blijf/verb;voorwaarde/noun;wel/adv	3	blijf/verb;voorwaarde/noun;wel/adv	3
geldig/adj/de_standaard_20041108_01_67/103	ben/verb;opkomst/noun;procent/noun;referendum/noun	4	ben/verb;opkomst/noun;procent/noun;referendum/noun	4	ben/verb;opkomst/noun;procent/noun;referendum/noun	4	ben/verb;opkomst/noun;pas/adv;procent/noun;referendum/noun	5	ben/verb;opkomst/noun;pas/adv;procent/noun;referendum/noun	5	ben/verb;opkomst/noun;pas/adv;procent/noun;referendum/noun	5	opkomst/noun;referendum/noun	2	opkomst/noun;referendum/noun	2	opkomst/noun;referendum/noun	2	opkomst/noun;pas/adv;referendum/noun	3	opkomst/noun;pas/adv;referendum/noun	3	opkomst/noun;pas/adv;referendum/noun	3
geldig/adj/de_standaard_20040210_01_149/671	arbeider/noun;bedreiging/noun;document/noun;heb/verb;statuut/noun;wettelijk/adj;word/verb	7	arbeider/noun;bedreiging/noun;document/noun;heb/verb;statuut/noun;wettelijk/adj;word/verb	7	arbeider/noun;bedreiging/noun;document/noun;heb/verb;statuut/noun;wettelijk/adj;word/verb	7	arbeider/noun;bedreiging/noun;document/noun;geen/det;heb/verb;statuut/noun;wettelijk/adj;word/verb	8	arbeider/noun;bedreiging/noun;document/noun;geen/det;heb/verb;statuut/noun;wettelijk/adj;word/verb	8	arbeider/noun;bedreiging/noun;document/noun;geen/det;heb/verb;statuut/noun;wettelijk/adj;word/verb	8	arbeider/noun;document/noun;heb/verb;statuut/noun;wettelijk/adj	5	arbeider/noun;document/noun;heb/verb;statuut/noun;wettelijk/adj	5	arbeider/noun;document/noun;heb/verb;statuut/noun;wettelijk/adj	5	arbeider/noun;document/noun;geen/det;heb/verb;statuut/noun;wettelijk/adj	6	arbeider/noun;document/noun;geen/det;heb/verb;statuut/noun;wettelijk/adj	6	arbeider/noun;document/noun;geen/det;heb/verb;statuut/noun;wettelijk/adj	6
geldig/adj/de_standaard_20040518_01_50/57	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4	blijf/verb;onverminderd/adj;oud/adj;reis_pas/noun	4
geldig/adj/de_standaard_20040607_01_105/552	ben/verb;lang/adj;redeneer/verb;wet/noun	4	ben/verb;lang/adj;redeneer/verb;wet/noun	4	ben/verb;lang/adj;redeneer/verb;wet/noun	4	ben/verb;bij/prep;dan/adv;lang/adj;redeneer/verb;wet/noun;ze/pron	7	ben/verb;bij/prep;dan/adv;lang/adj;redeneer/verb;wet/noun;ze/pron	7	ben/verb;bij/prep;dan/adv;lang/adj;redeneer/verb;wet/noun;ze/pron	7	ben/verb;lang/adj;redeneer/verb	3	ben/verb;lang/adj;redeneer/verb	3	ben/verb;lang/adj;redeneer/verb	3	ben/verb;lang/adj;redeneer/verb;ze/pron	4	ben/verb;lang/adj;redeneer/verb;ze/pron	4	ben/verb;lang/adj;redeneer/verb;ze/pron	4
geldig/adj/de_standaard_20041009_01_172/127	bied_aan/verb;moet/verb;vermelding/noun;word/verb	4	bied_aan/verb;moet/verb;vermelding/noun;word/verb	4	bied_aan/verb;moet/verb;vermelding/noun;word/verb	4	bied_aan/verb;moet/verb;vermelding/noun;word/verb	4	bied_aan/verb;moet/verb;vermelding/noun;word/verb	4	bied_aan/verb;moet/verb;vermelding/noun;word/verb	4	bied_aan/verb;moet/verb;word/verb	3	bied_aan/verb;moet/verb;word/verb	3	bied_aan/verb;moet/verb;word/verb	3	bied_aan/verb;moet/verb;word/verb	3	bied_aan/verb;moet/verb;word/verb	3	bied_aan/verb;moet/verb;word/verb	3
geldig/adj/de_standaard_20040616_01_107/712	kapitaal/noun;moet/verb;stem/verb;vertegenwoordigd/adj	4	kapitaal/noun;moet/verb;stem/verb;vertegenwoordigd/adj	4	kapitaal/noun;moet/verb;stem/verb;vertegenwoordigd/adj	4	dan/adv;kapitaal/noun;moet/verb;stem/verb;vertegenwoordigd/adj	5	dan/adv;kapitaal/noun;moet/verb;stem/verb;vertegenwoordigd/adj	5	dan/adv;kapitaal/noun;moet/verb;stem/verb;vertegenwoordigd/adj	5	moet/verb;stem/verb	2	moet/verb;stem/verb	2	moet/verb;stem/verb	2	dan/adv;moet/verb;stem/verb	3	dan/adv;moet/verb;stem/verb	3	dan/adv;moet/verb;stem/verb	3
geldig/adj/de_standaard_20030505_01_110/310	blijf/verb;dag/noun;gebruik/noun;jaar/noun	4	blijf/verb;dag/noun;gebruik/noun;jaar/noun	4	blijf/verb;dag/noun;gebruik/noun;jaar/noun	4	blijf/verb;dag/noun;een/det;gebruik/noun;jaar/noun	5	blijf/verb;dag/noun;een/det;gebruik/noun;jaar/noun	5	blijf/verb;dag/noun;een/det;gebruik/noun;jaar/noun	5	blijf/verb;jaar/noun	2	blijf/verb;jaar/noun	2	blijf/verb;jaar/noun	2	blijf/verb;een/det;jaar/noun	3	blijf/verb;een/det;jaar/noun	3	blijf/verb;een/det;jaar/noun	3
geldig/adj/de_standaard_19991211_01_134/19	enquête/noun;stem_biljet/noun	2	enquête/noun;stem_biljet/noun	2	enquête/noun;stem_biljet/noun	2	binnen/part;enquête/noun;stem_biljet/noun;voor/prep	4	binnen/part;enquête/noun;stem_biljet/noun;voor/prep	4	binnen/part;enquête/noun;stem_biljet/noun;voor/prep	4	enquête/noun;stem_biljet/noun	2	enquête/noun;stem_biljet/noun	2	enquête/noun;stem_biljet/noun	2	binnen/part;enquête/noun;stem_biljet/noun;voor/prep	4	binnen/part;enquête/noun;stem_biljet/noun;voor/prep	4	binnen/part;enquête/noun;stem_biljet/noun;voor/prep	4
geldig/adj/de_standaard_19991214_01_83/340	kan_binnen/verb;persoon/noun;stadion/noun;ticket/noun	4	kan_binnen/verb;persoon/noun;stadion/noun;ticket/noun	4	kan_binnen/verb;persoon/noun;stadion/noun;ticket/noun	4	een/det;enkel/adv;er/adv;kan_binnen/verb;persoon/noun;stadion/noun;ticket/noun	7	een/det;enkel/adv;er/adv;kan_binnen/verb;persoon/noun;stadion/noun;ticket/noun	7	een/det;enkel/adv;er/adv;kan_binnen/verb;persoon/noun;stadion/noun;ticket/noun	7	kan_binnen/verb;persoon/noun;ticket/noun	3	kan_binnen/verb;persoon/noun;ticket/noun	3	kan_binnen/verb;persoon/noun;ticket/noun	3	een/det;enkel/adv;kan_binnen/verb;persoon/noun;ticket/noun	5	een/det;enkel/adv;kan_binnen/verb;persoon/noun;ticket/noun	5	een/det;enkel/adv;kan_binnen/verb;persoon/noun;ticket/noun	5
geldig/adj/de_standaard_20031107_01_73/565	ben/verb;bescherming/noun;reden/noun;reguleer/verb	4	ben/verb;bescherming/noun;reden/noun;reguleer/verb	4	ben/verb;bescherming/noun;reden/noun;reguleer/verb	4	ben/verb;bescherming/noun;degelijk/adv;een/det;reden/noun;reguleer/verb;wel/adv	7	ben/verb;bescherming/noun;degelijk/adv;een/det;reden/noun;reguleer/verb;wel/adv	7	ben/verb;bescherming/noun;degelijk/adv;een/det;reden/noun;reguleer/verb;wel/adv	7	reden/noun	1	reden/noun	1	reden/noun	1	degelijk/adv;een/det;reden/noun;wel/adv	4	degelijk/adv;een/det;reden/noun;wel/adv	4	degelijk/adv;een/det;reden/noun;wel/adv	4
geldig/adj/de_standaard_20011106_01_89/234	betaal_terug/verb;blijf/verb;ticket/noun;word/verb	4	betaal_terug/verb;blijf/verb;ticket/noun;word/verb	4	betaal_terug/verb;blijf/verb;ticket/noun;word/verb	4	betaal_terug/verb;blijf/verb;ticket/noun;word/verb	4	betaal_terug/verb;blijf/verb;ticket/noun;word/verb	4	betaal_terug/verb;blijf/verb;ticket/noun;word/verb	4	betaal_terug/verb;blijf/verb;word/verb	3	betaal_terug/verb;blijf/verb;word/verb	3	betaal_terug/verb;blijf/verb;word/verb	3	betaal_terug/verb;blijf/verb;word/verb	3	betaal_terug/verb;blijf/verb;word/verb	3	betaal_terug/verb;blijf/verb;word/verb	3
geldig/adj/de_standaard_20031220_01_22/348	ben/verb;dag/noun;euro/noun;kan/verb;ticket/noun;trein/noun	6	ben/verb;dag/noun;euro/noun;kan/verb;ticket/noun;trein/noun	6	ben/verb;dag/noun;euro/noun;kan/verb;ticket/noun;trein/noun	6	alle/det;ben/verb;dag/noun;euro/noun;kan/verb;ticket/noun;trein/noun;vanaf/prep	8	alle/det;ben/verb;dag/noun;euro/noun;kan/verb;ticket/noun;trein/noun;vanaf/prep	8	alle/det;ben/verb;dag/noun;euro/noun;kan/verb;ticket/noun;trein/noun;vanaf/prep	8	ben/verb;dag/noun	2	ben/verb;dag/noun	2	ben/verb;dag/noun	2	ben/verb;dag/noun	2	ben/verb;dag/noun	2	ben/verb;dag/noun	2
geldig/adj/de_standaard_20030515_01_164/203	raad_besluit/noun;voer_uit/verb	2	raad_besluit/noun;voer_uit/verb	2	raad_besluit/noun;voer_uit/verb	2	dus/adv;een/det;enkel/adv;raad_besluit/noun;voer_uit/verb	5	dus/adv;een/det;enkel/adv;raad_besluit/noun;voer_uit/verb	5	dus/adv;een/det;enkel/adv;raad_besluit/noun;voer_uit/verb	5	raad_besluit/noun;voer_uit/verb	2	raad_besluit/noun;voer_uit/verb	2	raad_besluit/noun;voer_uit/verb	2	dus/adv;een/det;enkel/adv;raad_besluit/noun;voer_uit/verb	5	dus/adv;een/det;enkel/adv;raad_besluit/noun;voer_uit/verb	5	dus/adv;een/det;enkel/adv;raad_besluit/noun;voer_uit/verb	5
geldig/adj/de_standaard_20041222_01_36/354	1/noun;19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun	6	1/noun;19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun	6	1/noun;19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun	6	1/noun;19/noun;ben/verb;en/prep;oudejaar_avond/noun;tarief/noun;tot/prep;uur/noun;vanaf/prep	9	1/noun;19/noun;ben/verb;en/prep;oudejaar_avond/noun;tarief/noun;tot/prep;uur/noun;vanaf/prep	9	1/noun;19/noun;ben/verb;en/prep;oudejaar_avond/noun;tarief/noun;tot/prep;uur/noun;vanaf/prep	9	19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun	5	19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun	5	19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun	5	19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun;vanaf/prep	6	19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun;vanaf/prep	6	19/noun;ben/verb;oudejaar_avond/noun;tarief/noun;uur/noun;vanaf/prep	6
geldig/adj/de_standaard_20041015_01_113/189	blijf/verb;buitenlands/adj;eind_uitslag/noun;panel/noun;speciaal/adj	5	blijf/verb;buitenlands/adj;eind_uitslag/noun;panel/noun;speciaal/adj	5	blijf/verb;buitenlands/adj;eind_uitslag/noun;panel/noun;speciaal/adj	5	blijf/verb;buitenlands/adj;eind_uitslag/noun;panel/noun;speciaal/adj	5	blijf/verb;buitenlands/adj;eind_uitslag/noun;panel/noun;speciaal/adj	5	blijf/verb;buitenlands/adj;eind_uitslag/noun;panel/noun;speciaal/adj	5	blijf/verb;eind_uitslag/noun	2	blijf/verb;eind_uitslag/noun	2	blijf/verb;eind_uitslag/noun	2	blijf/verb;eind_uitslag/noun	2	blijf/verb;eind_uitslag/noun	2	blijf/verb;eind_uitslag/noun	2
geldig/adj/de_standaard_20041213_01_114/522	accoord/noun;handtekening/noun;kan/verb;klant/noun;leverancier/noun;lid/noun;verklaar/verb	7	accoord/noun;handtekening/noun;kan/verb;klant/noun;leverancier/noun;lid/noun;verklaar/verb	7	accoord/noun;handtekening/noun;kan/verb;klant/noun;leverancier/noun;lid/noun;verklaar/verb	7	accoord/noun;alle/det;die/det;een/det;handtekening/noun;kan/verb;klant/noun;leverancier/noun;lid/noun;verklaar/verb;voor/prep	11	accoord/noun;alle/det;die/det;een/det;handtekening/noun;kan/verb;klant/noun;leverancier/noun;lid/noun;verklaar/verb;voor/prep	11	accoord/noun;alle/det;die/det;een/det;handtekening/noun;kan/verb;klant/noun;leverancier/noun;lid/noun;verklaar/verb;voor/prep	11	accoord/noun;handtekening/noun;klant/noun;verklaar/verb	4	accoord/noun;handtekening/noun;klant/noun;verklaar/verb	4	accoord/noun;handtekening/noun;klant/noun;verklaar/verb	4	accoord/noun;alle/det;een/det;handtekening/noun;klant/noun;verklaar/verb;voor/prep	7	accoord/noun;alle/det;een/det;handtekening/noun;klant/noun;verklaar/verb;voor/prep	7	accoord/noun;alle/det;een/det;handtekening/noun;klant/noun;verklaar/verb;voor/prep	7
geldig/adj/de_standaard_20030409_01_70/223	accoord/noun;hoef/verb;juridisch/adj;procedure/noun;wereldwijd/adj	5	accoord/noun;hoef/verb;juridisch/adj;procedure/noun;wereldwijd/adj	5	accoord/noun;hoef/verb;juridisch/adj;procedure/noun;wereldwijd/adj	5	accoord/noun;dat/pron;hoef/verb;juridisch/adj;meer/adv;na/prep;niet/adv;procedure/noun;wereldwijd/adj	9	accoord/noun;dat/pron;hoef/verb;juridisch/adj;meer/adv;na/prep;niet/adv;procedure/noun;wereldwijd/adj	9	accoord/noun;dat/pron;hoef/verb;juridisch/adj;meer/adv;na/prep;niet/adv;procedure/noun;wereldwijd/adj	9	accoord/noun;wereldwijd/adj	2	accoord/noun;wereldwijd/adj	2	accoord/noun;wereldwijd/adj	2	accoord/noun;dat/pron;meer/adv;na/prep;niet/adv;wereldwijd/adj	6	accoord/noun;dat/pron;meer/adv;na/prep;niet/adv;wereldwijd/adj	6	accoord/noun;dat/pron;meer/adv;na/prep;niet/adv;wereldwijd/adj	6
