_id	_cws.geldig.foc10.nav.weight.bound	_count.geldig.foc10.nav.weight.bound	_cws.geldig.foc10.nav.selection.bound	_count.geldig.foc10.nav.selection.bound	_cws.geldig.foc10.nav.no.bound	_count.geldig.foc10.nav.no.bound	_cws.geldig.foc10.all.weight.bound	_count.geldig.foc10.all.weight.bound	_cws.geldig.foc10.all.selection.bound	_count.geldig.foc10.all.selection.bound	_cws.geldig.foc10.all.no.bound	_count.geldig.foc10.all.no.bound	_cws.geldig.foc5.nav.weight.bound	_count.geldig.foc5.nav.weight.bound	_cws.geldig.foc5.nav.selection.bound	_count.geldig.foc5.nav.selection.bound	_cws.geldig.foc5.nav.no.bound	_count.geldig.foc5.nav.no.bound	_cws.geldig.foc5.all.weight.bound	_count.geldig.foc5.all.weight.bound	_cws.geldig.foc5.all.selection.bound	_count.geldig.foc5.all.selection.bound	_cws.geldig.foc5.all.no.bound	_count.geldig.foc5.all.no.bound
geldig/adj/volkskrant_20040603_03/209	ben/verb;dementie/noun;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voorwaarde/noun;zelfdoding/noun	8	ben/verb;dementie/noun;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voorwaarde/noun;zelfdoding/noun	8	ben/verb;dementie/noun;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voorwaarde/noun;zelfdoding/noun	8	ben/verb;bij/prep;dementie/noun;een/det;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voor/prep;voorwaarde/noun;zelfdoding/noun	11	ben/verb;bij/prep;dementie/noun;een/det;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voor/prep;voorwaarde/noun;zelfdoding/noun	11	ben/verb;bij/prep;dementie/noun;een/det;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voor/prep;voorwaarde/noun;zelfdoding/noun	11	ben/verb;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voorwaarde/noun	6	ben/verb;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voorwaarde/noun	6	ben/verb;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voorwaarde/noun	6	ben/verb;een/det;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voor/prep;voorwaarde/noun	8	ben/verb;een/det;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voor/prep;voorwaarde/noun	8	ben/verb;een/det;euthanasie/noun;kan/verb;reden/noun;strikt/adj;voor/prep;voorwaarde/noun	8
geldig/adj/volkskrant_19990814_56/990	argument/noun;gezien/adj;officieel/adj;oppervlakkig/adj;privé_kliniek/noun	5	argument/noun;gezien/adj;officieel/adj;oppervlakkig/adj;privé_kliniek/noun	5	argument/noun;gezien/adj;officieel/adj;oppervlakkig/adj;privé_kliniek/noun	5	argument/noun;gezien/adj;officieel/adj;oppervlakkig/adj;privé_kliniek/noun;voor/prep	6	argument/noun;gezien/adj;officieel/adj;oppervlakkig/adj;privé_kliniek/noun;voor/prep	6	argument/noun;gezien/adj;officieel/adj;oppervlakkig/adj;privé_kliniek/noun;voor/prep	6	gezien/adj;oppervlakkig/adj	2	gezien/adj;oppervlakkig/adj	2	gezien/adj;oppervlakkig/adj	2	gezien/adj;oppervlakkig/adj	2	gezien/adj;oppervlakkig/adj	2	gezien/adj;oppervlakkig/adj	2
geldig/adj/volkskrant_20010802_142/706	ben/verb;kaart_DIM/noun;moet/verb;pendel_bus/noun;strip_kaart/noun	5	ben/verb;kaart_DIM/noun;moet/verb;pendel_bus/noun;strip_kaart/noun	5	ben/verb;kaart_DIM/noun;moet/verb;pendel_bus/noun;strip_kaart/noun	5	ben/verb;een/det;kaart_DIM/noun;moet/verb;niet/adv;pendel_bus/noun;strip_kaart/noun	7	ben/verb;een/det;kaart_DIM/noun;moet/verb;niet/adv;pendel_bus/noun;strip_kaart/noun	7	ben/verb;een/det;kaart_DIM/noun;moet/verb;niet/adv;pendel_bus/noun;strip_kaart/noun	7	ben/verb;moet/verb;pendel_bus/noun;strip_kaart/noun	4	ben/verb;moet/verb;pendel_bus/noun;strip_kaart/noun	4	ben/verb;moet/verb;pendel_bus/noun;strip_kaart/noun	4	ben/verb;moet/verb;niet/adv;pendel_bus/noun;strip_kaart/noun	5	ben/verb;moet/verb;niet/adv;pendel_bus/noun;strip_kaart/noun	5	ben/verb;moet/verb;niet/adv;pendel_bus/noun;strip_kaart/noun	5
geldig/adj/volkskrant_19990716_45/213	ben/verb;blijf/verb;voorstel/noun;wil/noun	4	ben/verb;blijf/verb;voorstel/noun;wil/noun	4	ben/verb;blijf/verb;voorstel/noun;wil/noun	4	ben/verb;blijf/verb;een/det;meer/adv;niet/adv;volgens/prep;voorstel/noun;wil/noun	8	ben/verb;blijf/verb;een/det;meer/adv;niet/adv;volgens/prep;voorstel/noun;wil/noun	8	ben/verb;blijf/verb;een/det;meer/adv;niet/adv;volgens/prep;voorstel/noun;wil/noun	8	blijf/verb;voorstel/noun	2	blijf/verb;voorstel/noun	2	blijf/verb;voorstel/noun	2	blijf/verb;een/det;meer/adv;niet/adv;volgens/prep;voorstel/noun	6	blijf/verb;een/det;meer/adv;niet/adv;volgens/prep;voorstel/noun	6	blijf/verb;een/det;meer/adv;niet/adv;volgens/prep;voorstel/noun	6
geldig/adj/volkskrant_20000523_80/151	algemeen/adj;bijstandsgerechtigden/noun;gemeente/noun;kan/verb	4	algemeen/adj;bijstandsgerechtigden/noun;gemeente/noun;kan/verb	4	algemeen/adj;bijstandsgerechtigden/noun;gemeente/noun;kan/verb	4	algemeen/adj;alle/det;bijstandsgerechtigden/noun;dit/det;dus/adv;gemeente/noun;kan/verb;niet/adv;tot/prep;voor/prep	10	algemeen/adj;alle/det;bijstandsgerechtigden/noun;dit/det;dus/adv;gemeente/noun;kan/verb;niet/adv;tot/prep;voor/prep	10	algemeen/adj;alle/det;bijstandsgerechtigden/noun;dit/det;dus/adv;gemeente/noun;kan/verb;niet/adv;tot/prep;voor/prep	10	algemeen/adj;bijstandsgerechtigden/noun	2	algemeen/adj;bijstandsgerechtigden/noun	2	algemeen/adj;bijstandsgerechtigden/noun	2	algemeen/adj;alle/det;bijstandsgerechtigden/noun;dus/adv;tot/prep;voor/prep	6	algemeen/adj;alle/det;bijstandsgerechtigden/noun;dus/adv;tot/prep;voor/prep	6	algemeen/adj;alle/det;bijstandsgerechtigden/noun;dus/adv;tot/prep;voor/prep	6
geldig/adj/volkskrant_20031117_55/92	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;een/det	2	ben/verb;een/det	2	ben/verb;een/det	2	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;een/det	2	ben/verb;een/det	2	ben/verb;een/det	2
geldig/adj/volkskrant_20000217_77/260	bal/noun;ben_uit/verb;lijnrechter/noun;verklaar/verb	4	bal/noun;ben_uit/verb;lijnrechter/noun;verklaar/verb	4	bal/noun;ben_uit/verb;lijnrechter/noun;verklaar/verb	4	bal/noun;ben_uit/verb;die/det;die/pron;een/det;lijnrechter/noun;verklaar/verb	7	bal/noun;ben_uit/verb;die/det;die/pron;een/det;lijnrechter/noun;verklaar/verb	7	bal/noun;ben_uit/verb;die/det;die/pron;een/det;lijnrechter/noun;verklaar/verb	7	ben_uit/verb;verklaar/verb	2	ben_uit/verb;verklaar/verb	2	ben_uit/verb;verklaar/verb	2	ben_uit/verb;die/pron;een/det;verklaar/verb	4	ben_uit/verb;die/pron;een/det;verklaar/verb	4	ben_uit/verb;die/pron;een/det;verklaar/verb	4
geldig/adj/volkskrant_19991002_165/131	identiteitsbewijs/noun;moet/verb;persoonlijk/adj	3	identiteitsbewijs/noun;moet/verb;persoonlijk/adj	3	identiteitsbewijs/noun;moet/verb;persoonlijk/adj	3	dan/adv;een/det;identiteitsbewijs/noun;moet/verb;persoonlijk/adj	5	dan/adv;een/det;identiteitsbewijs/noun;moet/verb;persoonlijk/adj	5	dan/adv;een/det;identiteitsbewijs/noun;moet/verb;persoonlijk/adj	5	identiteitsbewijs/noun;persoonlijk/adj	2	identiteitsbewijs/noun;persoonlijk/adj	2	identiteitsbewijs/noun;persoonlijk/adj	2	een/det;identiteitsbewijs/noun;persoonlijk/adj	3	een/det;identiteitsbewijs/noun;persoonlijk/adj	3	een/det;identiteitsbewijs/noun;persoonlijk/adj	3
geldig/adj/volkskrant_20010426_26/40	ben/verb;opkomst/noun;uitkomst/noun;verklaar/verb	4	ben/verb;opkomst/noun;uitkomst/noun;verklaar/verb	4	ben/verb;opkomst/noun;uitkomst/noun;verklaar/verb	4	ben/verb;opkomst/noun;uitkomst/noun;verklaar/verb	4	ben/verb;opkomst/noun;uitkomst/noun;verklaar/verb	4	ben/verb;opkomst/noun;uitkomst/noun;verklaar/verb	4	uitkomst/noun;verklaar/verb	2	uitkomst/noun;verklaar/verb	2	uitkomst/noun;verklaar/verb	2	uitkomst/noun;verklaar/verb	2	uitkomst/noun;verklaar/verb	2	uitkomst/noun;verklaar/verb	2
geldig/adj/volkskrant_20010808_35/229	reis/noun;visum/noun;vlieg/verb	3	reis/noun;visum/noun;vlieg/verb	3	reis/noun;visum/noun;vlieg/verb	3	meestal/adv;reis/noun;visum/noun;vlieg/verb;ze/pron	5	meestal/adv;reis/noun;visum/noun;vlieg/verb;ze/pron	5	meestal/adv;reis/noun;visum/noun;vlieg/verb;ze/pron	5	visum/noun;vlieg/verb	2	visum/noun;vlieg/verb	2	visum/noun;vlieg/verb	2	meestal/adv;visum/noun;vlieg/verb;ze/pron	4	meestal/adv;visum/noun;vlieg/verb;ze/pron	4	meestal/adv;visum/noun;vlieg/verb;ze/pron	4
geldig/adj/volkskrant_20001019_127/634	1998/noun;2000/noun;excuus/noun;heb/verb;hoef/verb;sloop/adj;wereld_tournee/noun	7	1998/noun;2000/noun;excuus/noun;heb/verb;hoef/verb;sloop/adj;wereld_tournee/noun	7	1998/noun;2000/noun;excuus/noun;heb/verb;hoef/verb;sloop/adj;wereld_tournee/noun	7	1998/noun;2000/noun;een/det;excuus/noun;heb/verb;hoef/verb;niet/adv;sloop/adj;wereld_tournee/noun	9	1998/noun;2000/noun;een/det;excuus/noun;heb/verb;hoef/verb;niet/adv;sloop/adj;wereld_tournee/noun	9	1998/noun;2000/noun;een/det;excuus/noun;heb/verb;hoef/verb;niet/adv;sloop/adj;wereld_tournee/noun	9	2000/noun;excuus/noun;heb/verb	3	2000/noun;excuus/noun;heb/verb	3	2000/noun;excuus/noun;heb/verb	3	2000/noun;een/det;excuus/noun;heb/verb;niet/adv	5	2000/noun;een/det;excuus/noun;heb/verb;niet/adv	5	2000/noun;een/det;excuus/noun;heb/verb;niet/adv	5
geldig/adj/volkskrant_20041109_25/234	ben/verb;heb/verb;referendum/noun	3	ben/verb;heb/verb;referendum/noun	3	ben/verb;heb/verb;referendum/noun	3	ben/verb;dan/adv;heb/verb;referendum/noun;tot/prep	5	ben/verb;dan/adv;heb/verb;referendum/noun;tot/prep	5	ben/verb;dan/adv;heb/verb;referendum/noun;tot/prep	5	ben/verb;heb/verb;referendum/noun	3	ben/verb;heb/verb;referendum/noun	3	ben/verb;heb/verb;referendum/noun	3	ben/verb;dan/adv;heb/verb;referendum/noun	4	ben/verb;dan/adv;heb/verb;referendum/noun	4	ben/verb;dan/adv;heb/verb;referendum/noun	4
geldig/adj/volkskrant_20031217_81/28	grens/noun;overschrijd/verb;patent/noun	3	grens/noun;overschrijd/verb;patent/noun	3	grens/noun;overschrijd/verb;patent/noun	3	grens/noun;nog/adv;overschrijd/verb;patent/noun	4	grens/noun;nog/adv;overschrijd/verb;patent/noun	4	grens/noun;nog/adv;overschrijd/verb;patent/noun	4	grens/noun;overschrijd/verb;patent/noun	3	grens/noun;overschrijd/verb;patent/noun	3	grens/noun;overschrijd/verb;patent/noun	3	grens/noun;nog/adv;overschrijd/verb;patent/noun	4	grens/noun;nog/adv;overschrijd/verb;patent/noun	4	grens/noun;nog/adv;overschrijd/verb;patent/noun	4
geldig/adj/parool_19990909_10/887	bejaard/adj;ben/verb;internationaal/adj;verdrag/noun	4	bejaard/adj;ben/verb;internationaal/adj;verdrag/noun	4	bejaard/adj;ben/verb;internationaal/adj;verdrag/noun	4	bejaard/adj;ben/verb;dele/adv;internationaal/adj;maar/adv;ten/adv;verdrag/noun	7	bejaard/adj;ben/verb;dele/adv;internationaal/adj;maar/adv;ten/adv;verdrag/noun	7	bejaard/adj;ben/verb;dele/adv;internationaal/adj;maar/adv;ten/adv;verdrag/noun	7	ben/verb	1	ben/verb	1	ben/verb	1	ben/verb;dele/adv;maar/adv;ten/adv	4	ben/verb;dele/adv;maar/adv;ten/adv	4	ben/verb;dele/adv;maar/adv;ten/adv	4
geldig/adj/parool_20000112_123/209	ben/verb;gratis/adj;identiteitsbewijs/noun;krijg/verb;toegang_kaart_DIM/noun;toon/verb;voldoende/adj	7	ben/verb;gratis/adj;identiteitsbewijs/noun;krijg/verb;toegang_kaart_DIM/noun;toon/verb;voldoende/adj	7	ben/verb;gratis/adj;identiteitsbewijs/noun;krijg/verb;toegang_kaart_DIM/noun;toon/verb;voldoende/adj	7	ben/verb;een/det;gratis/adj;identiteitsbewijs/noun;krijg/verb;toegang_kaart_DIM/noun;toon/verb;voldoende/adj	8	ben/verb;een/det;gratis/adj;identiteitsbewijs/noun;krijg/verb;toegang_kaart_DIM/noun;toon/verb;voldoende/adj	8	ben/verb;een/det;gratis/adj;identiteitsbewijs/noun;krijg/verb;toegang_kaart_DIM/noun;toon/verb;voldoende/adj	8	ben/verb;identiteitsbewijs/noun;toon/verb;voldoende/adj	4	ben/verb;identiteitsbewijs/noun;toon/verb;voldoende/adj	4	ben/verb;identiteitsbewijs/noun;toon/verb;voldoende/adj	4	ben/verb;een/det;identiteitsbewijs/noun;toon/verb;voldoende/adj	5	ben/verb;een/det;identiteitsbewijs/noun;toon/verb;voldoende/adj	5	ben/verb;een/det;identiteitsbewijs/noun;toon/verb;voldoende/adj	5
geldig/adj/parool_19990222_154/472	ben/verb;ongeldig/adj;reden/noun;verklaar/verb;wereld_voetbal_bond/noun;zaterdag/noun	6	ben/verb;ongeldig/adj;reden/noun;verklaar/verb;wereld_voetbal_bond/noun;zaterdag/noun	6	ben/verb;ongeldig/adj;reden/noun;verklaar/verb;wereld_voetbal_bond/noun;zaterdag/noun	6	ben/verb;er/adv;geen/det;namens/prep;ongeldig/adj;reden/noun;verklaar/verb;wereld_voetbal_bond/noun;zaterdag/noun	9	ben/verb;er/adv;geen/det;namens/prep;ongeldig/adj;reden/noun;verklaar/verb;wereld_voetbal_bond/noun;zaterdag/noun	9	ben/verb;er/adv;geen/det;namens/prep;ongeldig/adj;reden/noun;verklaar/verb;wereld_voetbal_bond/noun;zaterdag/noun	9	ben/verb;reden/noun;wereld_voetbal_bond/noun	3	ben/verb;reden/noun;wereld_voetbal_bond/noun	3	ben/verb;reden/noun;wereld_voetbal_bond/noun	3	ben/verb;er/adv;geen/det;reden/noun;wereld_voetbal_bond/noun	5	ben/verb;er/adv;geen/det;reden/noun;wereld_voetbal_bond/noun	5	ben/verb;er/adv;geen/det;reden/noun;wereld_voetbal_bond/noun	5
geldig/adj/parool_20040429_16/159	ben/verb;trein_kaart_DIM/noun	2	ben/verb;trein_kaart_DIM/noun	2	ben/verb;trein_kaart_DIM/noun	2	ben/verb;ook/adv;trein_kaart_DIM/noun	3	ben/verb;ook/adv;trein_kaart_DIM/noun	3	ben/verb;ook/adv;trein_kaart_DIM/noun	3	ben/verb;trein_kaart_DIM/noun	2	ben/verb;trein_kaart_DIM/noun	2	ben/verb;trein_kaart_DIM/noun	2	ben/verb;ook/adv;trein_kaart_DIM/noun	3	ben/verb;ook/adv;trein_kaart_DIM/noun	3	ben/verb;ook/adv;trein_kaart_DIM/noun	3
geldig/adj/parool_20010514_33/145	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3	ben/verb;goedkeuring/noun;maand/noun	3
geldig/adj/parool_20001130_62/84	ben/verb;breng_uit/verb;criterium/noun;stem/noun;tel/verb	5	ben/verb;breng_uit/verb;criterium/noun;stem/noun;tel/verb	5	ben/verb;breng_uit/verb;criterium/noun;stem/noun;tel/verb	5	alle/det;ben/verb;breng_uit/verb;criterium/noun;die/pron;stem/noun;tel/verb	7	alle/det;ben/verb;breng_uit/verb;criterium/noun;die/pron;stem/noun;tel/verb	7	alle/det;ben/verb;breng_uit/verb;criterium/noun;die/pron;stem/noun;tel/verb	7	ben/verb;breng_uit/verb;stem/noun;tel/verb	4	ben/verb;breng_uit/verb;stem/noun;tel/verb	4	ben/verb;breng_uit/verb;stem/noun;tel/verb	4	alle/det;ben/verb;breng_uit/verb;die/pron;stem/noun;tel/verb	6	alle/det;ben/verb;breng_uit/verb;die/pron;stem/noun;tel/verb	6	alle/det;ben/verb;breng_uit/verb;die/pron;stem/noun;tel/verb	6
geldig/adj/parool_20030502_28/48	blijk/verb;handtekening/noun;heb/verb;verzamel/verb;zet_door/verb	5	blijk/verb;handtekening/noun;heb/verb;verzamel/verb;zet_door/verb	5	blijk/verb;handtekening/noun;heb/verb;verzamel/verb;zet_door/verb	5	blijk/verb;handtekening/noun;heb/verb;verzamel/verb;zet_door/verb	5	blijk/verb;handtekening/noun;heb/verb;verzamel/verb;zet_door/verb	5	blijk/verb;handtekening/noun;heb/verb;verzamel/verb;zet_door/verb	5	handtekening/noun;heb/verb;verzamel/verb	3	handtekening/noun;heb/verb;verzamel/verb	3	handtekening/noun;heb/verb;verzamel/verb	3	handtekening/noun;heb/verb;verzamel/verb	3	handtekening/noun;heb/verb;verzamel/verb	3	handtekening/noun;heb/verb;verzamel/verb	3
geldig/adj/parool_20001028_115/1390	5/noun;dag_kaart/noun;uur/noun	3	5/noun;dag_kaart/noun;uur/noun	3	5/noun;dag_kaart/noun;uur/noun	3	5/noun;alle/det;dag_kaart/noun;tot/prep;uur/noun;voor/prep	6	5/noun;alle/det;dag_kaart/noun;tot/prep;uur/noun;voor/prep	6	5/noun;alle/det;dag_kaart/noun;tot/prep;uur/noun;voor/prep	6	dag_kaart/noun	1	dag_kaart/noun	1	dag_kaart/noun	1	alle/det;dag_kaart/noun;voor/prep	3	alle/det;dag_kaart/noun;voor/prep	3	alle/det;dag_kaart/noun;voor/prep	3
geldig/adj/parool_20010817_30/265	blijk/verb;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	5	blijk/verb;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	5	blijk/verb;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	5	bij/prep;blijk/verb;een/det;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun;zij/pron	8	bij/prep;blijk/verb;een/det;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun;zij/pron	8	bij/prep;blijk/verb;een/det;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun;zij/pron	8	identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	4	identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	4	identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	4	een/det;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	5	een/det;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	5	een/det;identiteitsbewijs/noun;moet/verb;post_kantoor/noun;roker/noun	5
geldig/adj/parool_20040706_47/58	bericht/noun;beschouw/verb;moet/verb;stem_biljet/noun;word/verb	5	bericht/noun;beschouw/verb;moet/verb;stem_biljet/noun;word/verb	5	bericht/noun;beschouw/verb;moet/verb;stem_biljet/noun;word/verb	5	bericht/noun;beschouw/verb;deze/det;een/det;moet/verb;stem_biljet/noun;word/verb	7	bericht/noun;beschouw/verb;deze/det;een/det;moet/verb;stem_biljet/noun;word/verb	7	bericht/noun;beschouw/verb;deze/det;een/det;moet/verb;stem_biljet/noun;word/verb	7	beschouw/verb;moet/verb;stem_biljet/noun;word/verb	4	beschouw/verb;moet/verb;stem_biljet/noun;word/verb	4	beschouw/verb;moet/verb;stem_biljet/noun;word/verb	4	beschouw/verb;deze/det;moet/verb;stem_biljet/noun;word/verb	5	beschouw/verb;deze/det;moet/verb;stem_biljet/noun;word/verb	5	beschouw/verb;deze/det;moet/verb;stem_biljet/noun;word/verb	5
geldig/adj/parool_20020221_132/40	heb/verb;krijg/verb;land/noun;verlaat/verb;verzoek/noun;werk_vergunning/noun	6	heb/verb;krijg/verb;land/noun;verlaat/verb;verzoek/noun;werk_vergunning/noun	6	heb/verb;krijg/verb;land/noun;verlaat/verb;verzoek/noun;werk_vergunning/noun	6	geen/det;heb/verb;krijg/verb;land/noun;verlaat/verb;verzoek/noun;werk_vergunning/noun;zij/pron	8	geen/det;heb/verb;krijg/verb;land/noun;verlaat/verb;verzoek/noun;werk_vergunning/noun;zij/pron	8	geen/det;heb/verb;krijg/verb;land/noun;verlaat/verb;verzoek/noun;werk_vergunning/noun;zij/pron	8	heb/verb;krijg/verb;werk_vergunning/noun	3	heb/verb;krijg/verb;werk_vergunning/noun	3	heb/verb;krijg/verb;werk_vergunning/noun	3	geen/det;heb/verb;krijg/verb;werk_vergunning/noun;zij/pron	5	geen/det;heb/verb;krijg/verb;werk_vergunning/noun;zij/pron	5	geen/det;heb/verb;krijg/verb;werk_vergunning/noun;zij/pron	5
geldig/adj/parool_20020119_18/96	evenement/noun;licentie/noun;mag/verb;principe/noun	4	evenement/noun;licentie/noun;mag/verb;principe/noun	4	evenement/noun;licentie/noun;mag/verb;principe/noun	4	een/det;evenement/noun;iedereen/pron;licentie/noun;mag/verb;principe/noun	6	een/det;evenement/noun;iedereen/pron;licentie/noun;mag/verb;principe/noun	6	een/det;evenement/noun;iedereen/pron;licentie/noun;mag/verb;principe/noun	6	licentie/noun;mag/verb;principe/noun	3	licentie/noun;mag/verb;principe/noun	3	licentie/noun;mag/verb;principe/noun	3	een/det;iedereen/pron;licentie/noun;mag/verb;principe/noun	5	een/det;iedereen/pron;licentie/noun;mag/verb;principe/noun	5	een/det;iedereen/pron;licentie/noun;mag/verb;principe/noun	5
geldig/adj/parool_20020105_70/66	ben/verb;controle/noun;handtekening/noun;verklaar/verb;word/verb	5	ben/verb;controle/noun;handtekening/noun;verklaar/verb;word/verb	5	ben/verb;controle/noun;handtekening/noun;verklaar/verb;word/verb	5	ben/verb;controle/noun;handtekening/noun;na/prep;ook/adv;verklaar/verb;voldoende/det;word/verb	8	ben/verb;controle/noun;handtekening/noun;na/prep;ook/adv;verklaar/verb;voldoende/det;word/verb	8	ben/verb;controle/noun;handtekening/noun;na/prep;ook/adv;verklaar/verb;voldoende/det;word/verb	8	controle/noun;handtekening/noun;verklaar/verb;word/verb	4	controle/noun;handtekening/noun;verklaar/verb;word/verb	4	controle/noun;handtekening/noun;verklaar/verb;word/verb	4	controle/noun;handtekening/noun;na/prep;ook/adv;verklaar/verb;voldoende/det;word/verb	7	controle/noun;handtekening/noun;na/prep;ook/adv;verklaar/verb;voldoende/det;word/verb	7	controle/noun;handtekening/noun;na/prep;ook/adv;verklaar/verb;voldoende/det;word/verb	7
geldig/adj/parool_20000523_36/204	1998/noun;heb/verb;juni/noun;paspoort/noun;sofi_nummer/noun;verblijf/verb	6	1998/noun;heb/verb;juni/noun;paspoort/noun;sofi_nummer/noun;verblijf/verb	6	1998/noun;heb/verb;juni/noun;paspoort/noun;sofi_nummer/noun;verblijf/verb	6	1998/noun;een/det;heb/verb;juni/noun;paspoort/noun;sofi_nummer/noun;verblijf/verb	7	1998/noun;een/det;heb/verb;juni/noun;paspoort/noun;sofi_nummer/noun;verblijf/verb	7	1998/noun;een/det;heb/verb;juni/noun;paspoort/noun;sofi_nummer/noun;verblijf/verb	7	heb/verb;paspoort/noun;sofi_nummer/noun	3	heb/verb;paspoort/noun;sofi_nummer/noun	3	heb/verb;paspoort/noun;sofi_nummer/noun	3	een/det;heb/verb;paspoort/noun;sofi_nummer/noun	4	een/det;heb/verb;paspoort/noun;sofi_nummer/noun	4	een/det;heb/verb;paspoort/noun;sofi_nummer/noun	4
geldig/adj/parool_20031204_75/60	excuus/noun;vaderschap/noun;weet_af/verb	3	excuus/noun;vaderschap/noun;weet_af/verb	3	excuus/noun;vaderschap/noun;weet_af/verb	3	excuus/noun;ook/adv;vaderschap/noun;weet_af/verb	4	excuus/noun;ook/adv;vaderschap/noun;weet_af/verb	4	excuus/noun;ook/adv;vaderschap/noun;weet_af/verb	4	excuus/noun;vaderschap/noun;weet_af/verb	3	excuus/noun;vaderschap/noun;weet_af/verb	3	excuus/noun;vaderschap/noun;weet_af/verb	3	excuus/noun;vaderschap/noun;weet_af/verb	3	excuus/noun;vaderschap/noun;weet_af/verb	3	excuus/noun;vaderschap/noun;weet_af/verb	3
geldig/adj/parool_20020525_93/1923	ben/verb;diploma/noun;moet/verb	3	ben/verb;diploma/noun;moet/verb	3	ben/verb;diploma/noun;moet/verb	3	ben/verb;diploma/noun;een/det;hier/adv;moet/verb;niet/adv	6	ben/verb;diploma/noun;een/det;hier/adv;moet/verb;niet/adv	6	ben/verb;diploma/noun;een/det;hier/adv;moet/verb;niet/adv	6	ben/verb;diploma/noun;moet/verb	3	ben/verb;diploma/noun;moet/verb	3	ben/verb;diploma/noun;moet/verb	3	ben/verb;diploma/noun;hier/adv;moet/verb;niet/adv	5	ben/verb;diploma/noun;hier/adv;moet/verb;niet/adv	5	ben/verb;diploma/noun;hier/adv;moet/verb;niet/adv	5
geldig/adj/parool_20000613_100/27	bekentenis/noun;ben/verb;heb/verb;spioneer/verb	4	bekentenis/noun;ben/verb;heb/verb;spioneer/verb	4	bekentenis/noun;ben/verb;heb/verb;spioneer/verb	4	bekentenis/noun;ben/verb;heb/verb;niet/adv;spioneer/verb;voor/prep	6	bekentenis/noun;ben/verb;heb/verb;niet/adv;spioneer/verb;voor/prep	6	bekentenis/noun;ben/verb;heb/verb;niet/adv;spioneer/verb;voor/prep	6	bekentenis/noun;ben/verb	2	bekentenis/noun;ben/verb	2	bekentenis/noun;ben/verb	2	bekentenis/noun;ben/verb;niet/adv	3	bekentenis/noun;ben/verb;niet/adv	3	bekentenis/noun;ben/verb;niet/adv	3
geldig/adj/parool_20010609_74/687	ben/verb;gelijk/adj;principe/noun	3	ben/verb;gelijk/adj;principe/noun	3	ben/verb;gelijk/adj;principe/noun	3	ben/verb;gelijk/adj;principe/noun	3	ben/verb;gelijk/adj;principe/noun	3	ben/verb;gelijk/adj;principe/noun	3	ben/verb;gelijk/adj	2	ben/verb;gelijk/adj	2	ben/verb;gelijk/adj	2	ben/verb;gelijk/adj	2	ben/verb;gelijk/adj	2	ben/verb;gelijk/adj	2
